timeunit,storageCost,interestRate,compidx0lt2,compidx0lt2l1,compidx0lt2l2,compidx0lt2l4,compidx0lt2l8,compidx1lt2,compidx2lt2,compidx3lt2,compidx4lt2,compidx4lt2l1,compidx4lt2l2,compidx4lt2l4,compidx4lt2l8,compidx5lt2,compidx6lt2,compidx6lt2l1,compidx6lt2l2,compidx6lt2l4,compidx6lt2l8,compidx7lt2,compidx8lt2,compidx8lt2l1,compidx8lt2l2,compidx8lt2l4,compidx8lt2l8,compidx9lt2,compidx10lt2,compidx10lt2l1,compidx10lt2l2,compidx10lt2l4,compidx10lt2l8,compidx11lt2,compidx12lt2,compidx12lt2l1,compidx12lt2l2,compidx12lt2l4,compidx12lt2l8,compidx13lt2,compidx14lt2,compidx14lt2l1,compidx14lt2l2,compidx14lt2l4,compidx14lt2l8,compidx15lt2,compidx0lt6,compidx0lt6l1,compidx0lt6l2,compidx0lt6l4,compidx0lt6l8,compidx1lt6,compidx2lt6,compidx3lt6,compidx4lt6,compidx4lt6l1,compidx4lt6l2,compidx4lt6l4,compidx4lt6l8,compidx5lt6,compidx6lt6,compidx6lt6l1,compidx6lt6l2,compidx6lt6l4,compidx6lt6l8,compidx7lt6,compidx8lt6,compidx8lt6l1,compidx8lt6l2,compidx8lt6l4,compidx8lt6l8,compidx9lt6,compidx10lt6,compidx10lt6l1,compidx10lt6l2,compidx10lt6l4,compidx10lt6l8,compidx11lt6,compidx12lt6,compidx12lt6l1,compidx12lt6l2,compidx12lt6l4,compidx12lt6l8,compidx13lt6,compidx14lt6,compidx14lt6l1,compidx14lt6l2,compidx14lt6l4,compidx14lt6l8,compidx15lt6,compidx0lt10,compidx0lt10l1,compidx0lt10l2,compidx0lt10l4,compidx0lt10l8,compidx1lt10,compidx2lt10,compidx3lt10,compidx4lt10,compidx4lt10l1,compidx4lt10l2,compidx4lt10l4,compidx4lt10l8,compidx5lt10,compidx6lt10,compidx6lt10l1,compidx6lt10l2,compidx6lt10l4,compidx6lt10l8,compidx7lt10,compidx8lt10,compidx8lt10l1,compidx8lt10l2,compidx8lt10l4,compidx8lt10l8,compidx9lt10,compidx10lt10,compidx10lt10l1,compidx10lt10l2,compidx10lt10l4,compidx10lt10l8,compidx11lt10,compidx12lt10,compidx12lt10l1,compidx12lt10l2,compidx12lt10l4,compidx12lt10l8,compidx13lt10,compidx14lt10,compidx14lt10l1,compidx14lt10l2,compidx14lt10l4,compidx14lt10l8,compidx15lt10,compidx0lt20,compidx0lt20l1,compidx0lt20l2,compidx0lt20l4,compidx0lt20l8,compidx1lt20,compidx2lt20,compidx3lt20,compidx4lt20,compidx4lt20l1,compidx4lt20l2,compidx4lt20l4,compidx4lt20l8,compidx5lt20,compidx6lt20,compidx6lt20l1,compidx6lt20l2,compidx6lt20l4,compidx6lt20l8,compidx7lt20,compidx8lt20,compidx8lt20l1,compidx8lt20l2,compidx8lt20l4,compidx8lt20l8,compidx9lt20,compidx10lt20,compidx10lt20l1,compidx10lt20l2,compidx10lt20l4,compidx10lt20l8,compidx11lt20,compidx12lt20,compidx12lt20l1,compidx12lt20l2,compidx12lt20l4,compidx12lt20l8,compidx13lt20,compidx14lt20,compidx14lt20l1,compidx14lt20l2,compidx14lt20l4,compidx14lt20l8,compidx15lt20,compidx0lt30,compidx0lt30l1,compidx0lt30l2,compidx0lt30l4,compidx0lt30l8,compidx1lt30,compidx2lt30,compidx3lt30,compidx4lt30,compidx4lt30l1,compidx4lt30l2,compidx4lt30l4,compidx4lt30l8,compidx5lt30,compidx6lt30,compidx6lt30l1,compidx6lt30l2,compidx6lt30l4,compidx6lt30l8,compidx7lt30,compidx8lt30,compidx8lt30l1,compidx8lt30l2,compidx8lt30l4,compidx8lt30l8,compidx9lt30,compidx10lt30,compidx10lt30l1,compidx10lt30l2,compidx10lt30l4,compidx10lt30l8,compidx11lt30,compidx12lt30,compidx12lt30l1,compidx12lt30l2,compidx12lt30l4,compidx12lt30l8,compidx13lt30,compidx14lt30,compidx14lt30l1,compidx14lt30l2,compidx14lt30l4,compidx14lt30l8,compidx15lt30,sku1,sku1l1,sku1l2,sku1l4,sku1l8,sku2,sku9,sku10,sku10l1,sku10l2,sku10l4,sku10l8,sku11,sku11l1,sku11l2,sku11l4,sku11l8,sku12,sku12l1,sku12l2,sku12l4,sku12l8,sku13,sku13l1,sku13l2,sku13l4,sku13l8,sku14,sku14l1,sku14l2,sku14l4,sku14l8,sku15,sku15l1,sku15l2,sku15l4,sku15l8,sku16,sku16l1,sku16l2,sku16l4,sku16l8,demandseg1,demandseg1l1,demandseg1l2,demandseg1l4,demandseg1l8,demandseg2,demandseg2l1,demandseg2l2,demandseg2l4,demandseg2l8,demandseg3,demandseg3l1,demandseg3l2,demandseg3l4,demandseg3l8,target_LBL,target_MTLp2,target_MTLp3,target_MTLp4,target_MTLp5,target_MTLp6,target_MTLp7,target_MTLp8,target_MTLp9,target_MTLp10,target_MTLp11,target_MTLp12,target_MTLp13,target_MTLp14,target_MTLp15,target_MTLp16
174,35,8,1072.422,1091.242,1087.022,1085.297,1097.666,1161.058,1703.315,1319.408,136.447,133.344,136.548,139.044,135.123,135.645,140.178,153.176,153.22,159.073,158.781,144.253,53.683,54.778,56.301,55.062,52.856,110.909,52.864,53.727,56.992,55.788,52.919,108.053,163.304,177.777,176.852,166.664,164.914,228.695,160.73,185.283,185.903,178.212,172.444,249.469,1001.133,1007.958,1020.604,992.791,1031.0,1200.034,1149.797,1241.0,129.653,131.77,132.373,133.002,132.736,128.931,127.35,134.0,140.361,148.327,149.949,136.0,52.758,54.702,55.0,53.253,50.245,104.033,50.683,51.236,52.377,52.686,51.0,102.744,156.0,162.21,163.893,160.649,154.796,226.363,161.316,175.769,176.945,161.88,156.382,226.087,963.641,964.777,1010.734,1009.093,918.357,1306.942,1066.179,1283.592,134.929,136.0,126.0,128.1,132.0,127.0,143.214,141.963,144.737,157.984,155.784,133.175,50.773,51.0,53.739,55.0,50.0,99.027,50.0,50.714,52.032,59.0,50.201,102.879,155.0,153.231,162.175,170.0,157.611,218.0,182.724,188.832,192.009,192.821,168.082,245.849,873.0,887.545,887.0,925.0,912.78,1215.522,1011.306,1265.56,126.884,128.324,128.336,134.0,130.082,126.617,155.199,155.759,157.12,160.454,172.259,126.829,50.233,50.506,53.019,52.243,51.915,97.374,50.773,51.0,51.043,50.894,51.174,103.313,154.257,155.531,163.621,162.0,158.858,208.686,188.02,189.189,189.386,188.828,193.304,243.809,820.077,826.523,841.781,845.715,852.843,1150.834,937.527,1169.894,129.619,131.545,131.0,127.916,133.587,127.0,154.753,156.236,158.052,159.856,169.133,126.65,50.818,51.0,52.584,52.0,52.913,95.005,50.0,50.866,50.94,50.641,52.13,101.0,152.321,151.0,155.466,152.916,156.199,215.308,190.747,190.137,190.02,190.336,188.29,235.264,1473,1552,1658,1658,1658,1731,1905,1904,1904,1907,2024,2024,1785,1785,1785,2003,2003,1979,2016,2208,2199,2199,1971,2054,2032,2012,2029,2154,2106,2106,2055,2152,2216,2216,2340,2065,2080,2298,2241,2254,2254,2300,56,52,49,47,49,82,73,67,95,84,72,93,86,98,104,0.01082,0.01232,0.01102,0.01351,0.01078,0.01204,0.01131,0.01171,0.01153,0.0131,0.0132,0.0157,0.01123,0.01184,0.01179,0.01173
141,45,11,558.208,551.123,541.75,552.513,567.185,826.404,573.011,837.662,150.324,148.52,157.452,148.855,139.012,148.538,164.343,229.39,193.902,178.348,200.771,143.964,54.432,53.849,57.612,57.635,60.066,111.229,55.443,54.198,57.956,58.145,59.981,105.979,179.771,179.677,177.585,171.764,170.823,381.959,160.912,172.044,171.611,169.436,162.289,297.567,520.822,517.811,520.769,569.638,521.796,766.791,532.243,796.0,184.923,186.0,173.681,161.0,159.128,147.784,187.5,227.275,219.113,206.232,201.339,135.121,51.0,51.589,53.169,57.72,57.532,109.701,52.176,51.835,52.0,55.233,59.23,105.867,162.596,163.094,160.0,155.591,153.341,353.81,158.857,166.371,166.9,172.517,153.0,373.517,526.688,541.691,531.787,534.03,510.0,769.0,539.702,913.528,209.0,207.377,202.923,192.331,143.708,170.848,193.722,212.606,210.952,221.318,214.0,128.0,50.618,50.994,51.0,52.146,52.0,106.893,51.0,52.0,51.81,52.0,58.93,123.706,158.0,156.0,158.49,161.0,150.908,360.665,156.68,158.0,156.658,162.0,152.512,374.0,678.094,679.0,690.627,708.997,598.703,850.054,506.196,1013.672,217.299,219.339,214.591,210.555,178.444,183.416,132.0,202.931,201.907,205.185,198.547,137.752,54.854,55.767,56.516,58.053,56.363,108.327,51.271,51.229,50.856,51.131,53.0,136.376,156.772,156.0,155.0,156.843,152.651,344.0,156.125,156.845,156.119,156.994,153.85,352.954,676.312,677.0,689.777,705.742,650.0,894.424,518.202,1028.52,209.0,210.563,208.593,210.022,184.269,192.682,180.374,191.551,192.162,193.731,189.0,153.0,58.598,59.235,60.0,60.158,58.0,125.611,55.0,57.313,57.142,57.0,53.124,134.306,158.0,155.675,154.225,168.644,151.148,325.755,155.931,156.0,161.935,163.0,152.66,343.123,1232,1246,1249,1253,1240,1583,1204,1414,1414,1458,1414,1382,1311,1311,1240,1240,1240,1797,1397,1397,1397,1397,1670,1670,1670,1665,1709,1893,1878,1843,1776,1598,1869,1869,1821,1829,1872,1906,1906,1906,1707,1707,95,88,91,92,92,102,89,84,92,104,97,77,81,60,42,0.01023,0.01061,0.0103,0.0111,0.01028,0.01073,0.01043,0.01065,0.01016,0.01088,0.01026,0.01171,0.01031,0.01133,0.01025,0.01048
137,48,9,635.785,605.163,618.992,587.376,907.826,847.187,531.134,1230.608,141.041,135.704,134.33,134.783,142.126,134.671,142.921,137.895,135.146,135.001,143.573,133.867,55.562,60.187,58.448,57.601,57.743,209.674,56.074,56.955,54.064,54.811,56.364,111.358,174.807,169.045,183.927,213.696,166.692,223.281,173.719,170.886,178.471,260.229,180.683,222.629,703.237,680.0,675.286,636.534,775.359,840.506,636.054,1214.771,133.944,128.071,127.242,127.0,139.173,134.605,137.094,131.886,131.0,131.496,131.085,132.097,50.486,53.836,52.878,52.009,52.014,188.482,52.0,52.771,51.544,51.0,52.189,106.54,222.0,214.514,245.378,241.396,195.667,213.911,191.112,193.602,208.042,269.672,204.837,207.321,831.674,780.62,787.639,706.375,771.62,889.212,717.254,1284.894,129.98,127.0,133.0,134.199,139.0,131.0,130.873,127.0,130.971,132.273,131.0,129.0,51.021,52.6,51.299,53.413,52.801,180.733,53.014,53.0,52.0,52.663,52.907,118.0,212.709,216.743,226.0,266.48,239.0,213.0,199.341,202.0,240.793,272.698,234.0,213.0,814.931,791.175,790.989,774.87,754.647,969.921,729.0,1270.302,129.151,128.88,132.043,130.321,132.0,168.384,127.764,126.596,129.026,130.0,128.116,127.344,55.911,56.404,56.0,56.712,53.624,160.71,51.866,51.918,51.465,53.466,52.16,142.303,218.761,223.356,229.733,237.614,230.639,206.485,211.358,214.585,233.361,243.14,232.777,206.362,776.834,769.613,773.013,759.667,734.459,945.937,701.48,1265.558,128.964,128.724,131.427,130.966,127.49,169.329,129.068,128.0,129.379,131.515,127.0,128.209,60.488,60.709,61.009,61.211,57.059,150.16,59.959,60.126,60.0,59.1,56.0,143.915,215.74,217.813,221.0,225.474,215.0,207.0,208.084,209.0,227.975,234.092,217.0,207.0,1319,1322,1275,1350,1350,1354,1253,1309,1309,1346,1303,1303,1399,1356,1365,1382,1399,1454,1454,1454,1454,1454,1882,1882,1882,1882,1882,2002,2002,2047,1940,1940,2056,2085,2210,2210,2235,2196,2189,2251,2251,2308,59,75,66,64,58,28,25,31,35,35,89,96,96,93,96,0.0102,0.01018,0.01033,0.01005,0.00928,0.00945,0.00983,0.00976,0.01016,0.00989,0.01046,0.0098,0.01088,0.01228,0.01222,0.01212
157,25,9,544.884,546.043,563.879,560.451,585.848,838.939,557.89,800.152,145.613,144.218,151.808,145.543,141.633,151.124,132.812,133.395,135.002,133.844,138.26,136.897,131.871,132.603,131.232,112.726,113.014,219.741,129.457,127.195,124.42,121.547,121.078,226.151,162.539,160.552,169.816,171.342,165.446,213.049,159.986,162.321,171.851,172.527,163.05,221.817,506.843,509.0,559.454,533.157,539.376,754.0,522.687,759.699,127.903,125.0,137.175,128.859,127.766,134.317,127.793,128.515,128.0,127.864,133.371,130.335,111.0,114.772,112.366,103.0,104.37,203.548,115.571,113.126,110.731,108.06,107.591,198.343,156.562,157.509,162.631,168.006,157.36,202.731,153.71,155.704,158.883,160.326,160.0,209.576,515.0,560.903,568.475,541.318,544.463,793.135,549.794,753.862,126.0,127.87,130.363,125.305,128.324,132.955,126.294,126.0,128.747,126.0,129.172,132.38,108.316,107.795,106.0,101.946,101.947,194.399,107.043,104.953,103.423,102.597,99.439,190.049,152.0,157.0,154.0,155.229,159.746,200.968,152.0,156.247,159.414,157.0,158.226,204.0,610.655,665.107,668.174,624.907,638.372,794.381,665.7,835.934,125.889,125.479,126.612,125.081,126.611,157.658,125.348,125.492,126.926,126.348,129.186,132.881,103.529,103.937,103.404,99.759,97.213,182.006,102.18,102.0,97.718,99.467,96.868,182.192,152.128,157.477,157.045,155.569,157.373,203.92,152.943,155.0,156.017,156.14,165.0,208.582,634.176,641.063,643.0,608.252,641.63,848.737,666.462,847.775,126.258,126.629,127.579,126.176,124.787,162.15,129.153,131.0,133.08,131.0,137.777,141.777,95.229,94.705,93.0,93.9,91.0,186.638,93.294,88.684,87.851,88.779,88.057,172.549,153.0,161.15,160.927,160.133,157.551,208.017,151.0,154.254,153.882,153.0,159.827,209.0,1231,1231,1231,1217,1220,1342,1384,1414,1409,1409,1404,1407,1376,1376,1378,1345,1313,1489,1489,1489,1473,1397,1631,1475,1475,1475,1475,1592,1592,1592,1592,1612,1592,1592,1592,1569,1539,1700,1700,1700,1681,1677,99,100,98,89,104,104,97,84,86,103,32,30,40,44,41,0.01052,0.01039,0.01062,0.0106,0.0093,0.01012,0.00935,0.0096,0.01044,0.01061,0.01002,0.01081,0.00967,0.01122,0.00923,0.00979
159,31,9,562.725,555.203,573.052,551.478,581.738,867.464,549.661,876.77,141.696,143.049,142.221,140.462,140.967,134.879,147.852,144.554,144.976,146.285,140.438,281.089,98.452,97.061,97.58,96.025,100.151,117.507,107.469,104.135,111.333,111.267,107.536,119.85,166.044,164.099,164.923,178.245,170.969,237.649,291.812,288.639,285.326,271.61,257.794,243.779,527.761,519.019,530.465,516.0,528.589,799.411,510.507,802.461,131.843,131.0,130.253,128.0,125.0,145.517,135.255,130.0,131.208,130.0,125.0,258.489,89.594,89.035,89.979,85.0,94.702,107.867,96.436,93.0,102.395,102.0,101.119,108.993,157.53,156.491,157.0,179.285,164.938,217.287,278.497,279.412,283.54,268.965,243.962,220.745,536.0,518.935,514.853,505.129,502.488,770.0,527.652,775.756,129.702,126.274,124.958,125.48,124.986,144.212,139.484,126.779,125.764,125.98,124.929,253.375,77.704,78.0,81.0,88.283,93.483,104.27,94.79,94.0,96.0,101.365,99.037,103.676,169.0,183.169,193.248,183.688,206.145,207.0,259.0,273.288,277.409,284.107,259.065,214.0,524.285,520.0,520.466,508.243,500.0,771.0,512.321,770.0,129.98,129.109,128.597,128.096,125.119,144.64,136.221,132.897,132.643,126.207,125.722,248.14,79.382,78.687,78.713,76.994,80.0,103.933,90.964,90.994,91.619,91.041,91.0,104.709,192.367,192.731,196.269,196.602,206.965,239.031,254.699,257.411,260.771,263.903,256.389,214.0,516.888,513.0,514.606,504.459,504.923,771.959,517.172,771.272,128.879,128.531,127.922,127.0,126.981,157.723,133.949,132.09,130.9,128.0,127.97,228.504,78.168,78.0,78.234,77.867,77.0,104.406,87.193,87.0,86.053,85.844,84.0,110.978,205.615,206.407,208.172,202.561,200.787,256.619,237.209,237.763,240.723,247.054,244.011,240.221,1021,1021,1000,1000,1026,1038,1099,1136,1154,1105,1150,1200,1162,1162,1162,1162,1156,1268,1268,1268,1268,1139,1348,1352,1342,1342,1345,1310,1310,1347,1512,1512,1342,1375,1371,1371,1362,1370,1401,1401,1401,1401,70,82,70,83,83,42,45,42,47,31,70,67,56,68,43,0.00782,0.00752,0.00708,0.00724,0.00766,0.00731,0.00711,0.00713,0.00862,0.00821,0.0083,0.00803,0.00823,0.00762,0.00781,0.00763
142,29,8,572.491,649.906,636.837,590.381,618.003,813.217,582.372,835.894,213.36,215.244,214.524,221.146,211.128,181.022,205.704,205.071,201.831,209.558,217.969,138.236,87.721,87.115,84.779,87.832,84.483,127.529,52.61,54.993,74.878,69.265,55.917,177.015,218.617,218.543,215.913,222.437,236.368,220.455,174.574,172.526,170.692,167.335,178.744,224.605,579.265,620.305,590.077,530.661,559.777,750.0,529.873,768.353,196.893,202.174,201.0,209.758,194.615,161.0,191.012,185.424,179.0,191.466,204.328,125.0,79.046,78.244,76.0,81.418,75.8,117.262,54.665,65.722,77.0,71.901,56.645,167.144,206.326,205.628,201.999,213.0,214.728,209.997,158.194,155.894,153.221,150.0,165.308,205.808,652.322,686.126,666.81,574.137,556.476,791.24,515.522,752.841,188.242,190.0,198.949,206.868,197.107,174.863,195.0,194.037,189.003,185.694,212.056,125.263,78.564,76.213,74.521,77.204,78.299,124.104,54.0,72.029,77.979,81.448,68.768,176.288,196.864,206.316,206.577,209.135,205.0,210.128,157.128,153.749,153.17,151.512,155.0,200.629,697.663,693.0,679.596,668.657,635.105,902.0,517.0,750.737,174.79,176.405,178.003,184.59,187.0,173.365,197.17,197.116,195.706,195.068,219.0,125.219,82.833,83.0,81.411,78.97,72.861,146.588,51.917,63.465,77.163,77.367,72.623,167.389,207.226,206.453,201.111,202.704,199.004,247.806,151.749,150.681,151.655,153.111,157.686,201.697,698.232,695.0,705.0,687.306,664.05,900.0,540.609,810.48,165.159,166.363,166.748,168.859,173.0,166.266,190.748,192.845,193.555,198.133,222.0,130.379,78.253,78.944,76.769,76.0,72.542,142.711,54.16,58.39,75.644,76.735,72.37,155.337,203.985,205.537,204.902,207.186,204.0,241.15,160.902,161.71,162.174,164.564,165.0,214.992,1062,1062,1124,1028,1038,1155,928,1024,1018,1028,1053,1087,1082,1082,1067,1058,1154,1107,1107,1107,1107,1250,1235,1235,1235,1235,1235,1217,1217,1217,1217,1201,1309,1309,1309,1309,1309,1363,1363,1363,1363,1363,91,97,118,95,115,34,50,34,40,39,28,27,22,17,28,0.00834,0.00834,0.00843,0.00813,0.00785,0.00759,0.00803,0.00813,0.00762,0.0076,0.00787,0.00796,0.00731,0.00701,0.00737,0.00714
67,45,11,574.686,567.626,560.056,552.093,572.337,845.866,575.644,841.467,151.961,152.407,147.494,142.301,152.303,139.404,162.582,195.669,153.894,148.707,191.213,139.396,108.375,110.171,114.042,101.981,113.359,114.157,104.79,105.082,105.978,102.299,103.244,107.766,163.591,159.209,162.263,158.73,171.578,240.91,161.409,157.727,157.977,160.881,168.351,244.051,616.0,597.883,536.5,533.7,637.0,859.562,518.0,769.252,165.009,165.0,150.992,136.0,150.368,132.638,170.913,175.0,171.239,173.0,187.269,133.004,103.515,104.498,105.793,99.0,108.034,110.869,99.8,100.066,103.306,103.967,98.032,102.845,159.038,157.307,156.601,155.509,160.281,293.0,170.0,153.509,153.275,153.0,157.655,220.0,686.174,678.046,662.0,638.541,693.613,804.0,625.028,785.0,165.0,173.008,165.993,154.89,164.022,148.973,173.0,182.181,178.425,169.996,181.432,130.054,96.0,96.288,97.0,97.323,102.652,109.0,96.517,96.526,100.116,98.0,94.01,106.092,154.0,158.889,154.519,155.956,160.0,303.326,161.34,158.0,153.0,153.033,161.985,268.297,693.851,691.591,677.695,677.0,729.258,795.609,705.638,770.876,181.156,183.039,178.962,173.532,176.164,174.54,176.694,176.678,176.582,175.122,177.883,145.745,92.13,92.227,92.803,94.743,93.0,124.919,89.0,94.785,96.044,95.404,87.921,124.861,159.754,165.368,162.852,155.435,153.891,317.663,153.589,152.037,151.185,152.456,152.548,303.377,673.249,674.0,669.57,673.306,697.968,773.953,696.572,825.011,177.871,176.806,174.0,174.633,175.0,165.292,172.065,171.0,175.367,173.0,170.887,151.638,83.077,83.0,87.393,87.188,88.0,126.0,84.344,84.942,85.495,85.0,84.03,124.932,175.0,176.438,174.0,171.823,167.546,295.988,153.72,152.776,152.0,161.066,161.0,296.719,1184,1184,1230,1230,1412,1307,1154,1301,1309,1305,1367,1382,1173,1229,1217,1248,1486,1383,1413,1413,1450,1558,1369,1398,1402,1382,1441,1534,1602,1602,1568,1583,1474,1474,1474,1474,1474,1593,1593,1593,1593,1729,16,27,28,32,35,90,88,86,110,104,23,25,39,22,22,0.00952,0.00974,0.00935,0.00978,0.00872,0.00892,0.00778,0.00867,0.00846,0.01005,0.00902,0.00978,0.00813,0.00871,0.00771,0.00819
33,48,10,600.0,836.0,755.0,999.0,790.0,930.0,588.0,993.0,149.0,142.0,144.0,143.0,148.0,137.0,146.0,147.0,146.0,131.0,148.0,150.0,64.0,65.0,66.0,92.0,71.0,132.0,60.0,60.0,66.0,78.0,60.0,120.0,194.0,184.0,190.0,180.0,180.0,261.0,191.0,189.0,208.0,210.0,188.0,239.0,915.0,883.463,875.615,935.0,886.516,1143.0,595.487,1244.347,166.62,149.631,145.773,150.068,156.013,185.351,150.635,149.631,148.285,157.073,150.555,179.158,85.0,74.714,74.0,84.387,88.249,133.621,80.0,72.586,76.967,83.441,70.279,157.665,193.013,199.0,212.805,245.0,231.473,263.683,216.068,203.701,200.856,210.0,225.779,256.782,912.323,915.603,900.913,931.318,924.859,1124.296,647.445,1286.887,176.729,156.845,147.696,150.993,179.977,192.111,156.231,159.015,160.423,164.0,162.0,183.05,82.098,80.566,70.79,72.0,88.313,146.487,77.21,75.742,80.771,83.842,76.616,153.386,212.0,205.0,201.166,239.562,248.297,272.429,232.92,230.433,235.314,239.765,230.549,264.558,859.0,852.0,867.0,898.53,872.967,1066.974,654.0,1195.691,191.0,173.353,167.553,160.91,152.151,190.62,154.0,151.0,158.135,162.417,159.26,176.0,78.595,76.333,76.0,72.767,72.0,148.0,73.0,71.36,72.0,78.75,75.016,149.0,205.015,203.104,203.062,212.21,216.0,287.0,224.0,223.166,227.829,227.856,217.91,261.0,835.755,835.281,831.78,779.119,800.61,1094.064,659.897,1257.883,183.477,176.459,169.874,163.182,160.969,185.082,159.991,157.271,157.309,161.519,165.896,176.121,76.86,75.59,74.516,72.561,75.489,147.324,72.825,71.866,72.102,75.564,75.711,148.579,225.408,217.376,211.401,212.503,222.344,281.73,227.455,224.97,226.043,229.597,227.194,265.654,1405,1405,1405,1405,1368,1445,1146,1172,1216,1216,1257,1287,1230,1256,1256,1301,1336,1269,1349,1349,1349,1359,1625,1721,1721,1672,1676,1732,1683,1626,1755,1755,1801,1801,1801,1801,1801,1828,1828,1828,1828,1828,27,17,28,30,37,121,112,124,120,114,25,25,25,42,26,0.01084,0.01028,0.01088,0.01025,0.01007,0.00978,0.01008,0.00982,0.00947,0.0091,0.00952,0.0093,0.01033,0.01005,0.01025,0.00997
138,48,10,599.0,532.0,533.0,560.0,533.0,860.0,522.0,779.0,142.0,140.0,141.0,137.0,150.0,147.0,140.0,135.0,139.0,138.0,149.0,147.0,56.0,56.0,58.0,53.0,58.0,111.0,53.0,53.0,55.0,56.0,58.0,108.0,158.0,177.0,163.0,169.0,177.0,236.0,173.0,177.0,178.0,180.0,177.0,236.0,520.0,511.267,507.0,544.0,523.0,820.0,603.904,756.0,132.0,134.422,128.0,127.0,155.226,135.353,134.737,132.845,129.347,135.341,145.293,134.617,57.0,54.599,53.874,56.444,58.76,118.793,52.008,52.0,53.853,54.0,55.834,117.434,159.236,160.55,152.761,155.449,158.0,224.393,155.064,159.142,157.195,171.721,161.516,221.178,519.36,515.835,519.518,537.628,518.836,812.18,648.961,757.93,159.691,161.752,160.978,164.059,172.265,128.509,132.822,134.0,128.579,136.886,154.791,137.258,57.444,57.328,56.31,57.846,60.965,134.089,52.924,52.627,52.0,53.003,53.658,149.392,152.0,156.036,151.892,157.438,160.607,227.696,155.02,162.83,163.172,162.777,160.179,235.785,510.0,507.0,515.849,527.708,519.139,919.515,652.305,774.866,186.018,187.761,192.41,201.107,214.589,132.631,131.136,131.0,127.0,125.486,162.736,133.0,59.901,60.439,60.0,59.531,57.0,152.0,51.385,51.0,51.0,53.0,52.845,132.273,166.425,164.286,158.857,153.96,158.0,262.0,171.99,171.0,158.523,173.0,157.015,254.0,555.496,552.35,554.958,573.176,569.403,1046.397,681.983,911.59,196.166,197.925,201.979,213.055,221.575,143.203,143.522,142.516,140.726,147.053,170.421,143.084,64.35,65.025,64.909,65.626,63.579,160.185,55.822,55.871,56.308,57.637,57.341,145.333,193.984,191.514,183.034,186.587,179.439,295.606,171.867,180.837,171.845,185.314,178.973,264.958,892,896,903,925,925,965,1029,1088,1088,1101,1132,1137,1113,1113,1089,1112,1116,1168,1168,1168,1190,1093,1294,1294,1322,1322,1371,1347,1347,1347,1347,1416,1355,1355,1355,1342,1436,1419,1419,1419,1456,1515,37,42,40,35,42,31,39,28,41,50,82,81,91,96,97,0.00724,0.0073,0.00741,0.00742,0.00769,0.00782,0.00789,0.00791,0.0082,0.0081,0.00828,0.00805,0.00795,0.00773,0.00797,0.00798
149,36,6,576.684,582.83,574.101,574.275,554.526,1157.279,579.337,1650.779,234.761,248.646,247.392,251.186,223.237,146.212,217.4,242.706,237.601,217.641,204.348,155.251,57.274,56.98,57.026,55.926,57.557,139.994,56.723,55.951,56.297,55.267,56.761,153.823,200.359,198.36,195.466,176.117,173.977,231.222,188.547,188.524,186.863,175.449,167.938,229.534,531.145,544.883,535.499,527.678,500.0,1130.912,527.0,1529.014,214.0,231.294,227.415,227.546,204.322,132.957,201.0,225.267,217.66,205.667,195.733,153.05,53.067,52.639,52.523,54.0,52.0,144.132,52.371,51.616,51.622,51.0,51.0,159.554,187.022,188.284,189.0,162.758,155.598,214.439,177.879,177.991,175.0,167.148,154.822,213.207,527.925,536.695,534.48,524.68,514.168,1171.442,514.657,1509.0,224.32,225.0,229.677,226.688,203.359,130.161,224.314,225.0,217.808,212.057,207.354,185.401,51.077,51.077,50.794,51.381,51.14,154.0,51.008,50.416,50.156,50.84,51.796,181.0,157.0,164.044,169.48,158.108,161.561,208.222,169.0,181.313,181.242,174.887,181.979,206.179,541.251,536.522,521.01,523.821,539.695,1214.112,550.079,1366.449,211.867,218.064,217.907,217.128,207.509,127.955,224.521,229.156,227.146,222.553,212.24,194.576,51.764,51.004,50.555,51.273,51.824,157.299,51.012,51.026,50.866,50.922,51.25,184.632,220.498,219.507,213.107,199.101,186.483,206.029,213.0,221.134,214.484,195.26,201.534,215.728,567.768,566.507,563.635,564.215,584.7,1161.921,592.326,1269.0,204.534,205.0,209.167,208.812,198.924,127.972,214.482,215.0,213.088,217.526,211.124,189.253,52.08,52.018,52.0,52.057,54.473,155.0,51.899,52.105,52.0,52.689,53.327,176.0,230.383,228.886,225.665,215.239,203.872,206.653,229.514,230.0,221.264,212.053,204.044,236.694,1247,1247,1247,1306,1368,1384,1144,1247,1416,1416,1515,1457,1558,1148,1441,1518,1539,1447,1417,1518,1479,1497,1970,2135,2090,2129,1933,2075,2191,2092,2286,2100,2051,1991,1982,2122,2416,2289,2289,2166,2094,2256,51,46,64,50,57,80,108,134,118,114,93,83,92,96,99,0.0097,0.00976,0.01015,0.00978,0.01022,0.01107,0.01094,0.01059,0.00802,0.01021,0.01018,0.01104,0.01348,0.01241,0.01253,0.01167
