timeunit,storageCost,interestRate,compidx0lt2,compidx0lt2l1,compidx0lt2l2,compidx0lt2l4,compidx0lt2l8,compidx1lt2,compidx2lt2,compidx3lt2,compidx4lt2,compidx4lt2l1,compidx4lt2l2,compidx4lt2l4,compidx4lt2l8,compidx5lt2,compidx6lt2,compidx6lt2l1,compidx6lt2l2,compidx6lt2l4,compidx6lt2l8,compidx7lt2,compidx8lt2,compidx8lt2l1,compidx8lt2l2,compidx8lt2l4,compidx8lt2l8,compidx9lt2,compidx10lt2,compidx10lt2l1,compidx10lt2l2,compidx10lt2l4,compidx10lt2l8,compidx11lt2,compidx12lt2,compidx12lt2l1,compidx12lt2l2,compidx12lt2l4,compidx12lt2l8,compidx13lt2,compidx14lt2,compidx14lt2l1,compidx14lt2l2,compidx14lt2l4,compidx14lt2l8,compidx15lt2,compidx0lt6,compidx0lt6l1,compidx0lt6l2,compidx0lt6l4,compidx0lt6l8,compidx1lt6,compidx2lt6,compidx3lt6,compidx4lt6,compidx4lt6l1,compidx4lt6l2,compidx4lt6l4,compidx4lt6l8,compidx5lt6,compidx6lt6,compidx6lt6l1,compidx6lt6l2,compidx6lt6l4,compidx6lt6l8,compidx7lt6,compidx8lt6,compidx8lt6l1,compidx8lt6l2,compidx8lt6l4,compidx8lt6l8,compidx9lt6,compidx10lt6,compidx10lt6l1,compidx10lt6l2,compidx10lt6l4,compidx10lt6l8,compidx11lt6,compidx12lt6,compidx12lt6l1,compidx12lt6l2,compidx12lt6l4,compidx12lt6l8,compidx13lt6,compidx14lt6,compidx14lt6l1,compidx14lt6l2,compidx14lt6l4,compidx14lt6l8,compidx15lt6,compidx0lt10,compidx0lt10l1,compidx0lt10l2,compidx0lt10l4,compidx0lt10l8,compidx1lt10,compidx2lt10,compidx3lt10,compidx4lt10,compidx4lt10l1,compidx4lt10l2,compidx4lt10l4,compidx4lt10l8,compidx5lt10,compidx6lt10,compidx6lt10l1,compidx6lt10l2,compidx6lt10l4,compidx6lt10l8,compidx7lt10,compidx8lt10,compidx8lt10l1,compidx8lt10l2,compidx8lt10l4,compidx8lt10l8,compidx9lt10,compidx10lt10,compidx10lt10l1,compidx10lt10l2,compidx10lt10l4,compidx10lt10l8,compidx11lt10,compidx12lt10,compidx12lt10l1,compidx12lt10l2,compidx12lt10l4,compidx12lt10l8,compidx13lt10,compidx14lt10,compidx14lt10l1,compidx14lt10l2,compidx14lt10l4,compidx14lt10l8,compidx15lt10,compidx0lt20,compidx0lt20l1,compidx0lt20l2,compidx0lt20l4,compidx0lt20l8,compidx1lt20,compidx2lt20,compidx3lt20,compidx4lt20,compidx4lt20l1,compidx4lt20l2,compidx4lt20l4,compidx4lt20l8,compidx5lt20,compidx6lt20,compidx6lt20l1,compidx6lt20l2,compidx6lt20l4,compidx6lt20l8,compidx7lt20,compidx8lt20,compidx8lt20l1,compidx8lt20l2,compidx8lt20l4,compidx8lt20l8,compidx9lt20,compidx10lt20,compidx10lt20l1,compidx10lt20l2,compidx10lt20l4,compidx10lt20l8,compidx11lt20,compidx12lt20,compidx12lt20l1,compidx12lt20l2,compidx12lt20l4,compidx12lt20l8,compidx13lt20,compidx14lt20,compidx14lt20l1,compidx14lt20l2,compidx14lt20l4,compidx14lt20l8,compidx15lt20,compidx0lt30,compidx0lt30l1,compidx0lt30l2,compidx0lt30l4,compidx0lt30l8,compidx1lt30,compidx2lt30,compidx3lt30,compidx4lt30,compidx4lt30l1,compidx4lt30l2,compidx4lt30l4,compidx4lt30l8,compidx5lt30,compidx6lt30,compidx6lt30l1,compidx6lt30l2,compidx6lt30l4,compidx6lt30l8,compidx7lt30,compidx8lt30,compidx8lt30l1,compidx8lt30l2,compidx8lt30l4,compidx8lt30l8,compidx9lt30,compidx10lt30,compidx10lt30l1,compidx10lt30l2,compidx10lt30l4,compidx10lt30l8,compidx11lt30,compidx12lt30,compidx12lt30l1,compidx12lt30l2,compidx12lt30l4,compidx12lt30l8,compidx13lt30,compidx14lt30,compidx14lt30l1,compidx14lt30l2,compidx14lt30l4,compidx14lt30l8,compidx15lt30,sku1,sku1l1,sku1l2,sku1l4,sku1l8,sku2,sku9,sku10,sku10l1,sku10l2,sku10l4,sku10l8,sku11,sku11l1,sku11l2,sku11l4,sku11l8,sku12,sku12l1,sku12l2,sku12l4,sku12l8,sku13,sku13l1,sku13l2,sku13l4,sku13l8,sku14,sku14l1,sku14l2,sku14l4,sku14l8,sku15,sku15l1,sku15l2,sku15l4,sku15l8,sku16,sku16l1,sku16l2,sku16l4,sku16l8,demandseg1,demandseg1l1,demandseg1l2,demandseg1l4,demandseg1l8,demandseg2,demandseg2l1,demandseg2l2,demandseg2l4,demandseg2l8,demandseg3,demandseg3l1,demandseg3l2,demandseg3l4,demandseg3l8,target_LBL,target_MTLp2,target_MTLp3,target_MTLp4,target_MTLp5,target_MTLp6,target_MTLp7,target_MTLp8,target_MTLp9,target_MTLp10,target_MTLp11,target_MTLp12,target_MTLp13,target_MTLp14,target_MTLp15,target_MTLp16
52,40,10,1092.722,1082.224,1090.979,1073.955,1062.967,1208.954,551.859,851.366,167.566,162.92,162.969,156.156,150.405,433.276,279.516,275.567,272.579,265.987,197.334,328.771,71.373,70.345,79.472,76.907,97.444,122.794,106.132,105.488,107.105,105.037,104.502,115.626,163.527,161.902,161.918,162.549,187.25,233.185,150.723,151.226,156.019,188.001,202.907,232.936,1011.0,1003.553,1005.0,985.538,999.284,1219.434,506.509,766.0,167.583,164.383,164.769,156.0,154.0,372.0,260.812,258.259,259.449,260.406,192.676,269.0,69.659,65.96,74.503,75.011,94.811,120.484,97.503,99.331,100.906,99.873,95.259,104.681,151.534,149.941,149.906,150.211,150.0,210.773,149.829,162.602,170.583,192.319,183.0,210.848,1005.373,996.213,990.792,967.551,1010.107,1302.0,500.943,773.044,184.0,181.048,186.848,191.894,160.26,316.222,250.0,242.087,241.794,248.724,206.54,263.4,78.018,79.251,81.491,82.0,95.51,119.052,94.959,96.451,96.903,98.429,95.247,107.26,150.04,150.518,150.382,152.254,149.051,221.0,152.988,198.752,215.951,229.0,199.993,229.0,954.824,953.738,952.227,947.0,1011.131,1201.213,576.469,940.0,189.336,190.168,192.018,194.037,183.964,281.954,252.871,252.469,252.861,252.7,224.877,255.186,78.806,76.588,77.861,79.884,90.147,122.961,90.323,90.724,91.464,91.0,90.868,132.521,168.126,168.284,165.026,168.13,178.901,284.497,172.647,177.22,197.545,234.01,227.137,282.94,868.325,870.995,875.586,884.331,938.163,1099.71,619.0,977.557,180.395,181.161,181.0,185.47,185.993,267.527,230.304,231.0,237.407,239.0,224.59,250.383,75.0,73.0,76.638,78.318,84.0,128.446,86.0,86.0,87.349,88.271,88.0,134.593,178.0,181.85,182.0,182.373,196.787,291.396,180.92,185.554,191.0,238.073,232.952,283.466,1459,1378,1525,1442,1556,1440,1476,1581,1826,1602,1731,1462,1533,1685,1951,1658,1598,1483,1432,1432,2298,1530,2016,2241,2241,1957,1625,1943,2300,2098,2038,1893,2302,2302,2302,2230,1778,1915,1858,1858,1899,1713,70,91,80,95,76,96,93,88,101,89,43,46,31,40,23,0.01184,0.01237,0.01115,0.01127,0.00959,0.00854,0.00923,0.00889,0.01111,0.00975,0.00942,0.00965,0.00935,0.00928,0.01059,0.00923
77,39,12,550.67,537.194,541.143,551.772,890.061,828.989,592.736,952.47,135.317,136.55,132.985,138.421,141.379,148.079,132.036,132.553,134.157,137.713,140.582,192.54,57.795,59.224,63.409,56.535,71.177,116.637,59.695,59.278,65.632,56.862,60.034,114.298,189.025,184.675,187.4,179.926,180.779,219.868,181.677,180.855,176.056,176.135,175.544,228.082,606.532,572.96,579.891,622.951,862.77,888.286,631.559,982.048,127.0,131.637,130.05,130.829,135.877,153.698,129.142,127.699,128.479,133.723,134.858,254.645,53.692,54.0,57.26,53.461,73.403,121.926,53.0,55.318,56.81,54.191,67.779,109.173,174.019,168.382,164.0,159.029,169.0,234.424,174.554,172.376,164.0,175.561,186.36,217.56,662.428,656.0,639.937,689.46,839.017,969.656,678.0,952.0,130.589,130.492,129.52,128.557,133.97,129.0,128.575,127.0,128.162,127.546,130.0,234.182,51.0,54.222,54.341,52.094,70.203,121.001,53.624,54.241,54.0,51.113,66.0,105.0,173.288,167.0,175.345,166.0,180.335,227.0,163.0,166.553,162.353,168.0,185.285,213.28,687.272,686.958,683.155,694.069,779.063,956.981,705.092,912.663,127.906,126.924,126.771,126.675,129.0,140.89,127.042,126.345,127.068,126.662,128.616,226.969,53.408,55.377,55.434,53.61,68.608,116.082,54.265,54.774,54.558,51.021,68.433,113.758,205.932,204.653,209.047,206.121,206.862,236.837,155.722,156.869,155.96,162.614,195.62,229.883,660.275,658.0,659.176,676.9,747.936,931.0,670.0,879.0,128.184,127.0,126.0,126.479,129.18,144.0,128.0,126.429,126.149,127.515,127.524,205.437,55.0,55.927,55.96,54.835,67.0,113.0,54.675,55.053,55.0,52.082,66.0,113.765,199.332,198.0,199.61,200.0,218.265,234.0,155.0,156.646,156.0,158.802,191.368,226.979,1124,1124,1124,1124,1127,1171,1093,1174,1174,1173,1198,1274,1154,1154,1145,1165,1217,1286,1286,1286,1286,1275,1356,1356,1356,1356,1356,1346,1346,1330,1379,1379,1370,1370,1368,1350,1384,1419,1387,1372,1402,1402,24,29,22,23,22,25,28,33,37,36,33,41,45,39,27,0.00834,0.00824,0.00832,0.00825,0.00825,0.00799,0.00807,0.00807,0.00894,0.00879,0.00882,0.00881,0.00815,0.00799,0.00799,0.00817
169,33,10,556.311,546.776,542.661,565.706,575.118,855.213,632.791,823.909,264.658,278.875,284.689,281.512,290.286,147.544,274.701,268.929,261.856,261.738,295.86,146.159,132.749,123.573,128.582,114.607,114.442,118.464,82.482,81.907,84.117,72.511,71.405,110.256,166.647,164.603,171.324,166.646,168.845,359.881,166.062,163.447,170.139,165.842,170.678,358.452,514.778,504.2,502.002,522.887,532.225,750.0,579.434,750.0,236.0,255.574,260.847,258.502,266.253,134.487,250.0,245.006,239.124,234.551,269.16,131.311,125.0,108.0,120.364,106.43,104.78,108.945,74.0,72.0,84.174,75.466,78.979,102.618,152.846,150.582,156.451,150.0,154.23,334.894,152.645,150.363,155.616,150.0,154.516,315.537,516.269,511.65,513.701,513.574,521.088,753.628,622.0,760.828,238.487,241.168,245.837,249.501,257.0,129.0,235.89,234.823,236.858,236.16,257.0,129.0,115.509,111.277,111.221,106.0,97.0,102.0,82.463,83.08,83.532,80.0,87.0,101.051,153.339,152.305,151.865,153.61,150.0,334.427,154.354,153.189,152.329,153.184,150.0,283.998,506.956,509.713,512.603,507.0,519.231,751.759,706.684,757.745,220.878,224.714,233.913,244.0,253.0,129.377,224.423,219.815,216.076,220.0,246.246,129.352,99.432,98.454,102.211,100.364,94.723,101.514,85.297,85.046,85.555,82.151,87.927,101.526,153.0,150.977,151.77,152.758,150.624,307.143,151.048,150.0,154.573,152.225,149.961,289.238,509.429,510.665,511.296,510.891,518.559,761.341,684.538,755.622,200.53,205.687,207.972,216.656,230.9,128.527,213.162,211.935,212.62,215.104,223.77,138.013,89.732,89.549,94.099,92.956,88.538,102.964,81.406,81.995,82.536,81.14,81.302,103.582,152.108,151.632,152.0,153.558,153.031,301.0,152.851,152.36,155.168,153.846,152.2,274.148,1100,1100,1100,1100,1076,1161,921,1039,1039,1039,1346,1346,1004,964,964,1076,1076,1181,1296,1296,1296,1296,1139,1139,1139,1139,1153,1300,1300,1300,1300,1368,1153,1153,1153,1153,1202,1297,1295,1267,1351,1522,76,74,74,56,73,36,31,39,31,31,27,19,33,29,40,0.00813,0.00867,0.00774,0.0083,0.00785,0.00832,0.00763,0.00802,0.00763,0.00874,0.0079,0.00793,0.00708,0.00763,0.00681,0.00744
185,27,6,609.91,584.536,616.083,619.797,566.993,843.375,623.408,878.0,160.455,157.037,152.218,140.751,151.891,152.957,158.812,155.385,150.22,142.176,150.033,151.904,64.691,61.207,64.284,61.997,58.059,117.601,66.286,62.594,65.86,68.086,58.504,113.829,178.622,174.381,182.731,185.529,181.009,248.116,186.122,177.296,169.795,182.809,181.65,232.719,532.613,514.0,558.544,567.225,501.346,767.347,548.0,794.157,147.462,145.974,140.924,129.267,135.195,133.97,145.869,142.865,138.625,129.735,134.841,134.747,56.029,54.96,58.875,57.658,52.642,106.084,56.316,55.132,58.638,60.921,52.504,103.819,163.196,158.729,161.0,177.78,161.898,226.797,172.707,164.028,158.0,179.307,162.697,229.094,523.838,504.577,502.0,535.0,504.451,780.082,517.007,803.026,132.0,142.093,141.036,132.127,124.862,129.567,137.0,138.292,136.265,130.192,125.315,133.9,55.179,52.274,55.945,56.0,50.22,121.0,54.407,51.893,55.722,58.0,50.285,114.781,170.0,156.0,160.0,161.0,164.0,256.621,191.0,182.0,173.789,180.0,164.0,271.301,562.044,548.847,544.75,532.108,502.0,842.036,576.0,884.0,134.728,134.192,133.897,131.0,125.0,136.0,134.949,133.275,132.811,130.0,125.0,135.0,54.579,53.067,53.071,53.916,52.025,123.784,53.914,53.069,52.961,55.295,50.472,117.014,188.192,184.15,184.497,177.968,169.352,256.006,192.457,191.285,190.293,192.964,175.026,278.278,570.939,557.996,551.0,543.072,505.51,850.758,551.194,836.646,133.048,130.0,131.863,130.443,126.588,129.632,129.735,128.0,129.623,129.466,126.867,131.253,53.174,51.939,51.929,55.433,51.414,116.044,54.83,54.764,55.357,55.571,51.103,114.94,179.387,178.119,178.822,178.0,172.0,251.782,182.505,180.141,178.97,182.029,174.651,262.146,925,925,932,949,967,1040,983,1069,1068,1068,1082,1067,1058,1042,1047,1083,1063,1150,1143,1159,1132,1162,1488,1488,1488,1488,1488,1404,1404,1404,1404,1404,1424,1424,1424,1424,1424,1531,1531,1531,1531,1510,94,86,78,103,96,36,55,42,44,46,30,22,35,29,23,0.00767,0.00789,0.00783,0.00781,0.00801,0.00814,0.0082,0.00852,0.00803,0.00815,0.008,0.00815,0.00796,0.00813,0.00811,0.00825
19,36,6,1089.415,1052.117,1057.435,966.079,899.694,1084.178,1107.658,1412.98,219.236,216.616,215.008,216.342,217.162,180.58,165.579,163.753,157.49,168.341,184.3,202.137,104.754,108.516,106.991,103.825,101.593,152.711,74.032,79.966,80.406,80.036,85.868,180.281,277.349,273.53,268.267,258.302,276.243,312.387,227.046,224.49,228.675,218.524,207.463,348.218,1024.717,1009.486,1010.694,898.071,800.729,1027.231,1035.354,1275.734,203.045,199.209,197.063,200.293,197.0,167.0,174.605,172.42,163.05,159.936,143.0,185.0,95.346,98.224,97.167,96.127,96.388,139.164,73.135,77.901,76.091,70.112,75.684,165.344,256.871,250.268,233.311,224.11,252.694,300.629,224.601,222.159,223.929,211.774,201.0,327.45,948.633,943.0,974.0,870.527,835.889,1064.639,1014.727,1218.404,198.204,196.834,193.574,199.122,199.03,182.217,179.949,188.763,183.622,179.714,160.301,198.778,89.167,88.458,89.464,91.584,92.199,148.899,78.711,79.576,80.386,76.608,71.041,163.862,240.0,247.94,241.756,221.92,243.849,315.606,225.0,236.719,237.764,230.499,218.246,329.407,844.896,830.504,829.047,805.273,812.246,990.596,957.101,1182.0,188.0,193.286,192.138,186.476,186.618,179.0,167.0,170.0,172.778,175.69,175.0,197.0,81.142,81.295,81.14,83.618,84.418,150.794,74.771,74.3,75.64,74.575,73.892,147.0,239.843,236.487,229.485,219.767,226.0,290.085,231.052,229.0,223.719,221.509,234.407,303.293,804.191,790.83,778.0,746.667,747.0,978.208,935.204,1107.715,179.524,177.341,175.0,171.934,173.0,173.808,168.868,168.586,168.0,164.274,163.924,184.962,76.141,75.87,76.394,76.402,74.353,144.742,72.188,71.742,70.982,70.0,68.444,141.516,232.897,228.271,213.302,205.509,215.965,278.441,221.508,220.067,216.7,211.184,213.621,284.355,1373,1423,1436,1576,1592,1487,1498,1648,1695,1690,1683,1697,1769,1769,1793,1752,1903,1656,1888,1642,1983,1932,1965,1965,2111,2036,1840,2121,2092,2063,2321,2163,2144,2144,2335,2127,1936,2263,2263,2402,2247,2316,83,103,96,94,71,84,80,98,92,84,55,86,58,66,91,0.01159,0.01162,0.0116,0.0122,0.01085,0.01158,0.01116,0.01118,0.01335,0.01327,0.01378,0.01377,0.01188,0.01239,0.01268,0.01236
139,28,9,685.854,667.238,738.335,709.091,743.099,1079.853,579.376,894.212,147.256,147.33,144.694,140.725,144.204,216.47,150.514,148.17,143.609,141.514,144.274,210.307,58.048,57.512,56.603,54.913,56.919,118.651,58.44,58.411,61.721,56.831,58.605,117.12,181.288,187.538,187.161,189.423,192.476,232.377,194.533,178.77,177.975,180.506,190.878,235.249,656.52,638.334,679.372,653.057,703.607,981.578,551.749,824.0,134.0,134.357,133.11,127.688,134.44,207.015,137.0,132.39,128.712,127.849,133.74,202.514,54.523,54.0,53.535,50.915,51.967,107.732,54.44,54.0,58.402,51.699,53.455,108.293,163.834,167.089,163.26,165.412,180.609,217.546,176.233,161.36,158.302,158.134,173.408,222.517,705.168,704.067,695.579,693.359,704.886,1110.0,613.0,866.0,134.292,136.035,136.0,127.395,127.0,212.381,142.0,133.145,133.0,127.166,131.0,194.634,53.275,53.57,52.867,51.25,52.318,102.013,53.582,54.775,53.574,51.344,52.281,101.084,159.623,161.956,162.113,163.272,175.94,206.059,166.218,161.193,165.269,165.344,160.622,222.977,685.071,690.682,691.0,680.954,700.0,1058.255,662.0,857.711,129.361,129.018,129.327,126.922,127.877,201.575,134.596,132.435,132.169,131.033,135.67,183.511,51.0,52.321,52.076,50.665,50.917,101.585,51.945,53.579,52.543,50.955,51.1,100.668,176.141,177.0,176.0,172.053,176.0,202.822,177.166,175.0,175.0,182.812,177.554,228.409,668.555,671.139,676.376,667.045,699.6,1050.053,664.898,880.062,127.0,128.87,128.93,128.084,126.495,189.248,142.0,135.643,135.454,134.183,136.705,180.763,51.888,51.706,51.196,50.145,51.107,101.159,51.021,51.808,51.601,50.438,51.242,101.11,176.21,176.07,175.0,174.743,178.235,202.059,180.02,176.918,177.0,182.314,179.615,227.81,1073,1073,1073,1074,1074,1129,1047,1133,1133,1191,1191,1191,1138,1138,1175,1175,1185,1149,1149,1204,1204,1204,1303,1303,1304,1304,1304,1385,1405,1450,1450,1450,1404,1404,1470,1431,1541,1453,1453,1511,1507,1431,46,59,52,46,50,37,30,36,35,37,42,49,36,29,40,0.00855,0.00836,0.0084,0.00812,0.00879,0.00862,0.00867,0.00841,0.00891,0.00859,0.00875,0.0085,0.00813,0.00802,0.00819,0.00814
61,45,12,705.0,782.0,699.0,875.0,899.0,942.0,1046.0,898.0,137.0,150.0,157.0,152.0,135.0,147.0,138.0,162.0,150.0,150.0,137.0,147.0,62.0,60.0,60.0,60.0,60.0,107.0,54.0,60.0,60.0,60.0,57.0,109.0,163.0,164.0,175.0,173.0,171.0,215.0,188.0,186.0,182.0,177.0,164.0,240.0,936.937,931.052,895.996,907.887,915.227,1233.188,1019.332,1171.0,142.497,143.573,151.241,146.307,152.062,159.726,152.972,154.193,151.205,152.483,163.614,147.668,73.581,64.746,73.976,64.596,68.807,124.609,76.993,79.097,77.0,62.865,60.562,106.636,191.073,203.996,202.583,168.511,229.187,230.736,190.242,188.021,187.03,184.364,170.0,232.626,960.543,954.748,925.388,903.252,907.581,1178.0,997.18,1251.629,150.165,153.986,163.874,160.297,168.368,168.589,176.334,178.672,171.654,170.256,169.664,158.0,75.837,74.09,77.67,75.848,71.774,142.503,81.947,80.0,77.673,75.438,61.0,107.767,235.601,234.746,221.086,198.564,213.076,284.199,202.0,202.135,213.64,218.405,215.059,234.064,949.0,952.508,935.545,888.659,887.0,1154.681,974.0,1184.412,164.0,160.0,165.0,167.615,170.516,180.0,189.049,189.382,188.0,185.364,175.0,174.859,76.322,75.0,79.0,75.0,71.429,151.0,80.0,79.0,82.0,78.0,77.443,125.436,230.029,228.683,225.118,222.0,218.0,308.841,213.639,213.722,214.0,222.0,223.285,269.0,973.099,989.197,970.845,922.917,933.761,1230.632,975.741,1245.815,186.338,187.982,191.386,185.391,179.434,193.33,191.033,194.82,193.422,195.136,194.054,183.688,84.095,82.086,84.051,81.832,78.744,152.347,82.009,83.151,85.283,84.304,81.058,152.7,249.129,249.211,244.956,243.171,230.128,319.549,228.535,226.672,227.915,231.325,236.733,306.121,1373,1373,1373,1373,1491,1419,1388,1496,1496,1452,1466,1475,1453,1453,1431,1436,1500,1526,1526,1516,1498,1578,1611,1611,1611,1699,1732,1736,1761,1761,1761,1880,1734,1738,1740,1740,1765,1783,1781,1773,1777,1823,61,56,50,59,63,48,52,61,53,75,78,39,54,46,45,0.01084,0.01101,0.01096,0.01061,0.01035,0.01005,0.01,0.00987,0.01145,0.01106,0.01111,0.01074,0.01041,0.01026,0.00998,0.01013
205,29,8,540.644,547.415,593.568,541.291,592.344,962.681,621.436,1026.801,263.752,257.463,246.024,208.636,196.922,184.084,326.689,325.003,321.343,337.303,326.554,143.328,62.993,62.76,66.959,65.744,58.906,113.263,57.861,60.619,61.012,59.236,63.493,119.308,199.628,195.014,208.479,197.628,197.582,231.58,172.712,169.237,190.536,180.16,204.685,228.808,513.214,538.088,566.0,555.171,595.869,855.19,533.0,1030.121,244.931,241.951,234.0,184.224,198.0,155.163,274.986,271.396,272.096,289.579,278.0,130.668,53.91,52.0,56.394,56.027,50.0,101.016,52.677,53.585,54.772,52.979,55.0,105.909,166.739,161.483,167.712,154.0,160.459,204.031,157.276,155.221,170.877,154.0,181.036,213.759,543.405,569.083,593.787,658.002,665.0,826.819,534.849,1042.564,196.0,214.612,206.052,174.958,191.255,148.047,231.0,255.793,258.993,261.87,266.646,134.86,53.962,52.706,51.892,52.0,51.904,107.0,54.803,53.257,53.133,51.0,58.986,105.0,161.0,164.738,162.0,152.728,175.733,211.404,158.0,157.331,155.0,150.492,183.301,203.588,603.223,626.438,626.295,615.55,611.801,909.169,596.772,1018.796,201.084,201.721,193.946,173.877,167.162,158.515,240.977,239.445,233.655,227.054,226.389,147.692,58.839,56.852,55.537,52.558,50.0,118.584,57.61,56.4,55.316,53.346,57.0,117.17,174.655,170.244,169.137,166.161,160.478,247.824,174.166,170.96,169.727,161.76,170.705,248.848,744.326,763.834,768.461,735.553,677.418,1159.809,778.413,1217.046,238.799,239.624,232.191,201.767,173.998,201.236,295.906,283.637,276.234,270.28,248.766,183.548,78.36,76.01,75.975,68.896,64.467,156.519,69.935,69.17,68.257,66.006,65.42,153.39,228.657,223.769,223.515,209.704,193.73,315.195,213.948,210.25,211.992,201.781,191.265,307.461,1321,1472,1472,1388,1362,1421,1124,1287,1352,1352,1286,1235,1308,1308,1293,1293,1232,1443,1436,1391,1367,1320,1550,1550,1683,1696,1548,1919,1701,1701,1678,1613,1757,1779,1779,1555,1555,1820,1820,1850,1740,1682,93,62,65,75,74,95,102,75,89,106,36,64,66,66,60,0.01215,0.01108,0.01115,0.01192,0.01071,0.01058,0.01144,0.01106,0.0101,0.01071,0.01091,0.01122,0.01111,0.01124,0.01095,0.01092
172,29,10,569.0,529.0,569.0,551.0,589.0,837.0,567.0,833.0,131.0,148.0,147.0,131.0,146.0,130.0,130.0,136.0,147.0,129.0,146.0,130.0,54.0,53.0,57.0,57.0,58.0,107.0,53.0,53.0,55.0,56.0,54.0,108.0,174.0,165.0,175.0,158.0,180.0,238.0,168.0,159.0,173.0,155.0,180.0,216.0,518.85,524.292,531.032,546.706,611.56,969.915,568.843,787.0,128.0,133.0,138.497,131.447,139.924,129.152,131.323,132.796,137.193,130.999,134.97,127.65,51.919,51.648,53.404,51.0,55.0,104.0,51.477,51.027,51.878,52.369,51.803,104.129,162.098,160.0,166.061,157.636,164.746,212.956,158.358,161.067,164.0,153.0,164.0,205.131,514.68,517.759,526.663,560.393,707.788,957.869,627.745,776.475,128.163,132.654,134.97,131.531,135.421,127.393,129.045,130.668,134.138,130.877,135.021,130.089,52.216,52.248,53.643,51.321,53.463,103.191,51.094,50.827,51.042,51.681,51.926,103.926,158.949,162.036,164.294,156.798,164.669,208.502,155.342,154.742,160.601,153.422,161.924,205.0,530.829,534.0,545.0,584.976,671.169,941.663,720.0,772.082,127.188,129.118,129.717,128.261,138.588,144.742,126.0,127.0,130.0,128.0,133.0,128.644,51.0,50.0,51.0,50.0,51.753,102.0,51.0,50.0,51.456,50.0,51.0,103.0,153.0,153.0,160.118,154.752,161.0,206.933,155.057,153.0,155.0,152.0,156.46,205.0,586.079,597.368,611.179,636.435,696.926,991.824,739.875,836.809,139.729,141.827,143.295,149.59,164.888,157.437,138.75,140.49,146.317,144.084,145.074,146.79,55.712,55.293,56.368,56.589,59.822,111.735,55.518,54.959,55.609,55.144,55.685,111.284,166.389,167.255,170.162,167.531,174.123,229.286,172.401,171.964,168.626,164.915,170.339,224.879,954,988,992,1023,1057,1013,1049,1039,1086,1086,1125,1149,1077,1077,1077,1127,1145,1146,1191,1191,1191,1210,1143,1143,1157,1278,1278,1197,1196,1204,1236,1356,1196,1229,1242,1267,1293,1263,1286,1294,1309,1326,30,45,38,45,69,29,25,31,32,52,62,62,62,58,48,0.00765,0.00748,0.00742,0.00729,0.00827,0.00807,0.00808,0.00799,0.00815,0.00813,0.00815,0.00827,0.00717,0.00705,0.00714,0.00718
133,39,11,545.0,592.0,606.0,588.0,569.0,776.0,566.0,1373.0,242.0,240.0,180.0,250.0,250.0,140.0,134.0,139.0,170.0,197.0,254.0,138.0,58.0,57.0,59.0,59.0,58.0,204.0,58.0,56.0,59.0,58.0,58.0,200.0,157.0,169.0,177.0,175.0,175.0,258.0,160.0,167.0,177.0,175.0,184.0,212.0,548.0,650.401,649.0,582.118,556.888,755.0,578.857,1316.0,233.399,224.0,202.691,224.726,247.849,129.0,175.683,177.907,189.486,201.0,248.33,129.387,56.51,57.519,58.637,58.345,54.837,201.0,58.636,55.826,53.87,56.705,52.832,195.439,151.0,161.643,171.647,160.572,158.715,325.144,155.646,162.8,159.93,156.955,160.583,285.017,638.201,649.0,654.939,602.696,598.086,832.056,605.645,1340.518,215.721,215.524,206.68,217.472,214.0,128.0,197.572,192.787,191.0,206.0,227.321,131.31,61.0,69.058,71.0,66.574,59.281,189.665,64.694,61.266,59.014,59.565,55.065,181.053,166.454,172.47,176.919,167.808,156.754,320.82,167.895,169.474,165.02,156.277,159.707,308.853,623.083,625.146,627.93,625.581,602.0,880.415,608.746,1325.0,213.0,206.102,203.0,197.0,204.0,135.549,189.393,190.401,191.972,201.0,205.046,143.254,65.0,64.0,68.57,69.31,66.529,168.0,61.0,61.405,61.315,61.578,60.0,173.0,179.676,186.996,185.0,185.0,167.811,295.0,189.195,188.0,183.0,170.0,173.0,308.0,659.95,661.829,661.741,655.507,643.995,962.476,642.356,1352.733,221.401,218.681,213.936,221.63,219.499,153.532,190.731,193.715,195.151,205.385,217.693,180.617,68.294,68.029,70.049,71.915,73.528,179.105,70.39,68.628,67.81,67.158,63.229,177.807,194.899,197.158,198.525,201.011,193.175,310.857,200.216,199.65,199.938,196.476,194.363,310.322,1071,1071,1071,1102,1102,1190,963,1118,1118,1118,1100,1149,1086,1091,1091,1091,1106,1218,1218,1218,1226,1276,1651,1647,1651,1662,1691,1774,1767,1771,1768,1830,2005,2005,2005,2005,2005,1916,1913,1913,1913,1974,37,26,37,37,36,62,93,54,73,63,23,29,32,37,23,0.00855,0.00928,0.009,0.00912,0.0083,0.00838,0.00817,0.00831,0.00794,0.00819,0.00794,0.00827,0.01031,0.01034,0.01016,0.01022
