,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
19,0.084,0.08234,0.04864,0.11194,0.07734,0.10156,0.08805,0.07417,0.0802,0.06838,0.03596,0.08047,0.10025,0.07459,0.05101,0.04673
20,0.09903,0.06084,0.05999,0.11035,0.04276,0.04416,0.09452,0.07072,0.09902,0.06518,0.04794,0.10598,0.03432,0.06882,0.05723,0.12577
21,0.07351,0.06346,0.03896,0.07587,0.07734,0.06624,0.0751,0.069,0.03603,0.07293,0.16025,0.09573,0.12889,0.03911,0.07963,0.08385
22,0.07855,0.13059,0.08918,0.13104,0.12639,0.068,0.08416,0.0667,0.05669,0.17595,0.05105,0.06545,0.05679,0.08335,0.0535,0.06245
23,0.08677,0.08129,0.03896,0.02918,0.07043,0.17045,0.13078,0.04312,0.07918,0.05197,0.07946,0.0743,0.02593,0.06454,0.15801,0.09455
24,0.0557,0.05297,0.0454,0.07428,0.06099,0.04857,0.03884,0.05002,0.05801,0.05516,0.06525,0.05089,0.04494,0.06775,0.0311,0.03909
25,,,,,,,,,,,,,,,,
26,0.03265,0.06556,0.08756,0.04404,0.03858,0.04151,0.06992,0.05405,0.06483,0.0506,0.03862,0.0389,0.0321,0.04317,0.07714,0.01878
27,0.06263,0.07238,0.03896,0.03873,0.05471,0.11658,0.03496,0.02932,0.05089,0.05835,0.06481,0.13323,0.03361,0.04296,0.04728,0.04258
28,0.04759,0.03199,0.05513,0.07109,0.01635,0.05211,0.06733,0.05232,0.04478,0.04057,0.01909,0.0446,0.04445,0.03099,0.05474,0.04498
29,0.03433,0.03094,0.04216,0.1146,0.02012,0.0627,0.06086,0.04025,0.03918,0.04194,0.05549,0.04973,0.10692,0.03697,0.06096,0.05415
30,0.01672,0.01468,0.04864,0.02706,0.02201,0.03542,0.05179,0.01955,0.02438,0.03647,0.03773,0.05008,0.04025,0.00598,0.03981,0.03184
31,0.07549,0.05507,0.03896,0.0817,0.11004,0.06535,0.08028,0.06267,0.06992,0.09026,0.05948,0.05567,0.10173,0.0306,0.10326,0.05088
32,0.0278,0.03461,0.03896,0.04669,0.03207,0.13336,0.03338,0.0391,0.08274,0.04148,0.05016,0.05555,0.07185,0.07395,0.02115,0.02904
33,0.01791,0.04143,0.05351,0.05093,0.02452,0.01766,0.01424,0.02472,0.02636,0.02051,0.05948,0.01339,0.01037,0.03826,0.01617,0.00655
34,0.0744,0.05349,0.03896,0.02918,0.06351,0.14572,0.0505,0.04025,0.04854,0.06199,0.04217,0.08269,0.01951,0.03997,0.03235,0.04433
35,0.0838,0.04458,0.05027,0.0695,0.03207,0.04239,0.05309,0.08797,0.11856,0.03054,0.02787,0.04891,0.04914,0.0218,0.07465,0.06048
36,0.04848,0.04615,0.0454,0.11566,0.06288,0.08213,0.04273,0.05462,0.04641,0.04057,0.01909,0.09491,0.0521,0.02479,0.04355,0.05983
37,0.09814,0.08916,0.06324,0.09762,0.06288,0.1104,0.04402,0.10465,0.07419,0.07293,0.15403,0.0849,0.10272,0.0306,0.11073,0.06223
38,,,,,,,,,,,,,,,,
39,0.0373,0.07972,0.02594,0.03767,0.04905,0.03542,0.03338,0.04025,0.03073,0.06291,0.04173,0.02958,0.06173,0.02843,0.05723,0.08385
40,0.04383,0.06608,0.01621,0.04934,0.13645,0.07242,0.01295,0.03795,0.02158,0.07293,0.02131,0.06207,0.07333,0.11199,0.03342,0.0214
41,0.05847,0.03881,0.05351,0.05624,0.08426,0.10421,0.03496,0.04312,0.04966,0.0506,0.0293,0.0552,0.02642,0.04125,0.02862,0.03232
42,0.02276,0.03776,0.01297,0.00743,0.15406,0.03179,0.00906,0.01667,0.0056,0.02051,0.00799,0.03191,0.03361,0.0545,0.01866,0.01703
43,0.07796,0.08234,0.05351,0.0817,0.09621,0.06182,0.09711,0.06325,0.06605,0.0939,0.04128,0.05881,0.13309,0.09639,0.04603,0.05786
44,0.04808,0.02798,0.12809,0.0626,0.01886,0.03542,0.03367,0.0391,0.08457,0.0465,0.02787,0.02725,0.03482,0.0306,0.03484,0.05066
45,0.05847,0.02517,0.03896,0.05783,0.01069,0.01236,0.02849,0.05002,0.03847,0.0155,0.02885,0.04635,0.05457,0.01774,0.03981,0.03184
46,0.03433,0.06241,0.01784,0.04032,0.05533,0.07595,0.06086,0.03392,0.03165,0.03282,0.03285,0.06929,0.02938,0.028,0.0535,0.0428
47,0.04066,0.03042,0.03896,0.04722,0.0088,0.02914,0.05309,0.0391,0.04732,0.05926,0.02974,0.02539,0.08692,0.03377,0.01617,0.04869
48,0.05323,0.06136,0.08107,0.10664,0.05533,0.03542,0.04791,0.05175,0.06218,0.05607,0.04395,0.08886,0.07778,0.04061,0.07465,0.03184
49,0.04729,0.05297,0.02108,0.05889,0.08678,0.04857,0.04143,0.0437,0.03206,0.0465,0.01864,0.06685,0.06617,0.0306,0.03359,0.03079
50,0.06273,0.05454,0.06648,0.06579,0.04024,0.04504,0.08934,0.04657,0.04966,0.05607,0.11852,0.05357,0.1084,0.0374,0.02239,0.06311
51,,,,,,,,,,,,,,,,
52,0.03077,0.01416,0.05027,0.06526,0.00314,0.01943,0.02849,0.0276,0.02829,0.01003,0.0435,0.02853,0.02864,0.00492,0.03342,0.03184
53,0.0187,0.03094,0.02108,0.01432,0.01509,0.01678,0.05438,0.01782,0.01476,0.0196,0.02441,0.02981,0.03361,0.03676,0.04106,0.0083
54,0.03126,0.02413,0.03896,0.03661,0.02075,0.01148,0.02331,0.02645,0.03023,0.04285,0.01598,0.03086,0.01951,0.01517,0.01493,0.03184
55,0.01771,0.01416,0.03896,0.02865,0.00503,0.01236,0.02849,0.0138,0.01771,0.00547,0.03507,0.03389,0.04617,0.00556,0.03981,0.03184
56,0.02632,0.03619,0.03896,0.02228,0.01761,0.03179,0.02719,0.0322,0.03104,0.05151,0.01154,0.0262,0.08963,0.01389,0.02115,0.01004
57,0.02622,0.04353,0.03896,0.02334,0.03333,0.09273,0.03237,0.03047,0.01812,0.05971,0.02264,0.0163,0.04025,0.03954,0.02115,0.02096
58,0.05352,0.01206,0.03896,0.00955,0.02641,0.02914,0.03338,0.00977,0.01791,0.01003,0.02042,0.03564,0.03361,0.02308,0.01617,0.01965
59,0.02028,0.00577,0.06324,0.02494,0.02327,0.0159,0.01295,0.02127,0.03766,0.01185,0.02131,0.02154,0.05556,0.00085,0.01866,0.0297
60,0.028,0.01154,0.03896,0.01698,0.03333,0.02473,0.05309,0.00977,0.0174,0.01368,0.03329,0.01619,0.00963,0.00898,0.0647,0.04716
61,0.0368,0.05874,0.03896,0.04457,0.03858,0.0627,0.07122,0.0437,0.04234,0.08387,0.04528,0.04006,0.06642,0.03954,0.03732,0.06398
62,0.0089,0.01101,0.03896,0.01432,0.02389,0.00442,0.03237,0.01725,0.01038,0.03049,0.02264,0.00675,0.03111,0.00214,0.00871,0.01201
63,0.04343,0.03514,0.0227,0.05677,0.03081,0.0627,0.04661,0.03507,0.03491,0.05242,0.03107,0.03109,0.04741,0.02287,0.02986,0.03184
64,,,,,,,,,,,,,,,,
65,0.01286,0.03986,0.03896,0.02016,0.03858,0.02385,0.02849,0.02543,0.00946,0.03054,0.01332,0.02434,0.03361,0.03377,0.02115,0.02467
66,0.02434,0.02308,0.03729,0.02971,0.01761,0.01943,0.03338,0.03335,0.02208,0.03419,0.01243,0.01584,0.02123,0.01838,0.03342,0.03184
67,0.02513,0.02517,0.01135,0.02016,0.0459,0.05564,0.01942,0.02472,0.01435,0.03054,0.01864,0.03377,0.03361,0.02052,0.01991,0.02686
68,0.01771,0.02885,0.01621,0.02334,0.04653,0.02826,0.02719,0.01495,0.01262,0.0114,0.01332,0.01968,0.01506,0.02009,0.02239,0.03184
69,0.01702,0.01311,0.03729,0.04085,0.00377,0.03542,0.04532,0.023,0.0289,0.01732,0.00666,0.00955,0.02025,0.03013,0.00995,0.02424
70,0.01771,0.01049,0.02919,0.01539,0.03647,0.05211,0.01683,0.01437,0.02595,0.02188,0.00799,0.03401,0.02469,0.0306,0.02613,0.0369
71,0.02117,0.02622,0.03243,0.02494,0.02264,0.01501,0.03884,0.01552,0.00987,0.01732,0.01509,0.02178,0.05408,0.02308,0.00746,0.03184
72,0.02206,0.02989,0.03896,0.02759,0.02893,0.03003,0.05179,0.02357,0.02127,0.04741,0.02885,0.0184,0.02815,0.02265,0.03981,0.0535
73,0.01069,0.01364,0.00973,0.02812,0.00566,0.01413,0.01295,0.00747,0.00835,0.02006,0.01199,0.00477,0.0163,0.00513,0.03342,0.01354
74,0.00396,0.00472,0.01297,0.0069,0.03858,0.00971,0.00518,0.0046,0.00387,0.0155,0.00843,0.01793,0.03361,0.00256,0.00498,0.03184
75,0.01177,0.01468,0.01946,0.02441,0.03858,0.02649,0.01424,0.01207,0.00804,0.01732,0.01642,0.02015,0.02494,0.01346,0.03342,0.02315
76,0.01039,0.01364,0.00973,0.01008,0.03858,0.03542,0.01942,0.01322,0.02646,0.01322,0.02308,0.01293,0.00864,0.00449,0.0112,0.02533
77,,,,,,,,,,,,,,,,
78,0.00702,0.00629,0.03896,0.0069,0.03858,0.00442,0.00777,0.00575,0.00448,0.03049,0.00178,0.01153,0.02938,0.0306,0.03342,0.01681
79,0.0253,0.00839,0.00811,0.00584,0.00377,0.00795,0.00647,0.00287,0.00692,0.00866,0.00621,0.0106,0.00815,0.0306,0.00373,0.00524
80,0.00604,0.00734,0.03896,0.00318,0.00629,0.00442,0.00647,0.00345,0.00366,0.01413,0.00133,0.01176,0.01827,0.0306,0.03342,0.00677
81,0.00475,0.00577,0.03896,0.01167,0.03858,0.03542,0.00906,0.0023,0.00356,0.00319,0.00133,0.00664,0.03361,0.0015,0.00373,0.00808
82,0.01187,0.01468,0.03896,0.0122,0.0132,0.0053,0.00647,0.01207,0.0114,0.04011,0.01199,0.0106,0.02148,0.02223,0.03342,0.00328
83,0.00277,0.00524,0.03896,0.00212,0.03858,0.03542,0.03338,0.0023,0.00234,0.00456,0.02787,0.00151,0.03361,0.0306,0.03342,0.03184
84,0.00326,0.00262,0.03896,0.00212,0.03858,0.00618,0.03338,0.00345,0.00153,0.00456,0.0071,0.02788,0.0037,0.00321,0.00498,0.00808
85,0.00267,0.00315,0.03896,0.00265,0.03858,0.00795,0.03338,0.00287,0.00122,0.0041,0.00355,0.00245,0.00765,0.00278,0.03342,0.03184
86,0.01771,0.02517,0.01784,0.02387,0.0088,0.03091,0.02201,0.0184,0.01812,0.03738,0.0182,0.017,0.05087,0.01154,0.0112,0.01266
87,0.00148,0.00367,0.03896,0.00477,0.00189,0.00883,0.03338,0.00345,0.00295,0.03049,0.02787,0.00477,0.03361,0.0306,0.00373,0.00131
88,0.00188,0.02798,0.00811,0.00265,0.03858,0.03542,0.03338,0.00172,0.02438,0.00365,0.02787,0.02788,0.03361,0.0306,0.03342,0.03184
89,0.00247,0.00262,0.03896,0.0069,0.03858,0.00265,0.03338,0.00345,0.00305,0.00365,0.004,0.0021,0.00914,0.0015,0.00622,0.03184
90,,,,,,,,,,,,,,,,
91,0.02117,0.03042,0.01784,0.01698,0.01132,0.01413,0.01813,0.02242,0.01384,0.01915,0.0142,0.03319,0.02963,0.00727,0.02364,0.03184
92,0.00366,0.00629,0.03896,0.00477,0.00692,0.01325,0.03338,0.00402,0.00193,0.00866,0.00311,0.00408,0.0121,0.00663,0.03342,0.03184
93,0.00406,0.00262,0.03896,0.00477,0.03858,0.03542,0.03338,0.01092,0.02438,0.03049,0.00444,0.00477,0.00321,0.00214,0.00995,0.03184
94,0.00416,0.0021,0.03896,0.01857,0.03858,0.03542,0.03338,0.0046,0.00356,0.00137,0.02787,0.00245,0.01161,0.0306,0.03342,0.00109
95,0.00514,0.00367,0.0227,0.00743,0.03858,0.03542,0.02978,0.00632,0.00875,0.00182,0.00799,0.00827,0.00667,0.0306,0.03342,0.03184
96,0.01959,0.00787,0.00973,0.01432,0.0132,0.01236,0.01424,0.0092,0.01018,0.00957,0.02787,0.01351,0.03361,0.00663,0.00871,0.03184
97,0.00326,0.02798,0.01135,0.00531,0.03858,0.03542,0.00777,0.0023,0.00214,0.03049,0.02787,0.00443,0.01136,0.0306,0.00622,0.00633
98,0.01167,0.00577,0.03896,0.01857,0.01132,0.00707,0.02201,0.00747,0.02341,0.00957,0.01065,0.012,0.00765,0.0306,0.04603,0.03184
99,0.0253,0.00262,0.03896,0.01114,0.03858,0.03542,0.03755,0.00862,0.01842,0.03049,0.0071,0.00536,0.00593,0.0306,0.00498,0.00328
100,0.00475,0.00367,0.03896,0.01114,0.03858,0.03542,0.03338,0.00632,0.00417,0.03049,0.00932,0.00454,0.02148,0.00107,0.03342,0.03184
101,0.01128,0.01783,0.01784,0.01698,0.0459,0.03542,0.01683,0.01035,0.00702,0.02507,0.00932,0.02073,0.04049,0.02094,0.00746,0.00699
102,0.01435,0.03147,0.03896,0.02812,0.03333,0.04592,0.02719,0.01495,0.0117,0.15726,0.01687,0.01642,0.04173,0.05108,0.02986,0.02467
103,,,,,,,,,,,,,,,,
104,0.01355,0.01311,0.03896,0.01326,0.01761,0.02473,0.03338,0.0092,0.00794,0.02462,0.01509,0.02644,0.00864,0.00769,0.03342,0.03184
105,0.00613,0.00315,0.03896,0.00477,0.00943,0.00618,0.00777,0.0046,0.00204,0.00456,0.00755,0.00734,0.03361,0.0047,0.03342,0.00131
106,0.00881,0.01468,0.03896,0.00849,0.03858,0.02385,0.02072,0.0115,0.00651,0.02826,0.01598,0.01665,0.01383,0.00898,0.00498,0.00677
107,0.00425,0.00262,0.03896,0.01857,0.03858,0.03542,0.00777,0.00517,0.00499,0.03049,0.02787,0.00245,0.01012,0.00085,0.03342,0.00873
108,0.01069,0.00157,0.03896,0.0191,0.03858,0.03542,0.03338,0.00805,0.00936,0.03049,0.01509,0.01118,0.03361,0.00107,0.00746,0.00437
109,0.00653,0.01049,0.01297,0.01751,0.03858,0.03542,0.03338,0.01207,0.00489,0.0114,0.00666,0.00536,0.01803,0.0306,0.00622,0.03184
110,0.00386,0.00524,0.03896,0.00424,0.03858,0.01325,0.00388,0.0046,0.00366,0.00365,0.02787,0.02788,0.01235,0.0306,0.00871,0.03184
111,0.00158,0.02798,0.03896,0.00159,0.03858,0.03542,0.00388,0.00402,0.00244,0.03049,0.02787,0.00151,0.00617,0.0306,0.00373,0.03184
112,0.01306,0.01783,0.03896,0.00849,0.03858,0.01148,0.01165,0.01322,0.00885,0.0196,0.01332,0.01269,0.03361,0.02073,0.0112,0.01266
113,0.01533,0.02832,0.00811,0.02016,0.05093,0.03886,0.01942,0.01725,0.01191,0.02735,0.01465,0.04006,0.03407,0.02607,0.01244,0.0083
114,0.00544,0.00472,0.01459,0.00743,0.00377,0.03542,0.00518,0.00632,0.00519,0.00182,0.01332,0.00536,0.01407,0.0306,0.00871,0.00611
115,0.00158,0.02798,0.00649,0.00584,0.03858,0.03542,0.03338,0.02543,0.00102,0.03049,0.02787,0.0021,0.01136,0.0306,0.03342,0.03184
116,,,,,,,,,,,,,,,,
117,0.00425,0.00944,0.03896,0.00265,0.00943,0.03886,0.03338,0.00402,0.0058,0.0114,0.00133,0.00582,0.03361,0.00513,0.03342,0.00415
118,0.0184,0.0257,0.00486,0.01539,0.02264,0.0212,0.03338,0.01725,0.00733,0.03556,0.00977,0.02679,0.01161,0.02565,0.00995,0.0107
119,0.00317,0.00577,0.03896,0.02949,0.03858,0.00795,0.00518,0.00287,0.00112,0.03049,0.00621,0.02788,0.00395,0.0306,0.03342,0.03184
120,0.00237,0.00629,0.00486,0.02949,0.03858,0.03542,0.00647,0.00517,0.00346,0.00684,0.02787,0.00233,0.01531,0.00962,0.03342,0.03184
121,0.00247,0.00787,0.00486,0.00318,0.03858,0.03542,0.03338,0.00402,0.00224,0.03049,0.00666,0.00128,0.03361,0.00085,0.03342,0.03184
122,0.00317,0.00315,0.03896,0.00159,0.00629,0.03542,0.03338,0.0023,0.00214,0.03049,0.00799,0.02788,0.00889,0.0306,0.00746,0.00961
123,0.00821,0.00472,0.01135,0.02122,0.0044,0.00883,0.02978,0.0115,0.00794,0.01641,0.03107,0.0106,0.00593,0.0306,0.00373,0.03184
124,0.00257,0.02798,0.00486,0.00371,0.03858,0.03542,0.00388,0.00172,0.00173,0.03049,0.02787,0.00186,0.03361,0.0306,0.00498,0.03184
125,0.01623,0.01521,0.02594,0.02547,0.00629,0.03542,0.01942,0.01725,0.01343,0.0114,0.03329,0.01654,0.02099,0.01069,0.00995,0.00983
126,0.00208,0.02798,0.03896,0.00318,0.03858,0.03542,0.00647,0.02543,0.00142,0.03049,0.02787,0.00128,0.00642,0.0306,0.00373,0.00175
127,0.01791,0.01573,0.01297,0.03024,0.00566,0.01678,0.03338,0.02012,0.02789,0.02553,0.0253,0.01747,0.02198,0.01667,0.0311,0.03184
128,0.00425,0.00629,0.03896,0.00477,0.0088,0.03542,0.03338,0.0046,0.00193,0.00821,0.00311,0.00466,0.00173,0.0306,0.03342,0.00328
129,,,,,,,,,,,,,,,,
130,0.00247,0.02798,0.03896,0.00212,0.03858,0.03542,0.03338,0.00172,0.00173,0.00957,0.02787,0.00594,0.00543,0.0306,0.00373,0.00633
131,0.00524,0.01993,0.00811,0.00477,0.00629,0.00971,0.01165,0.00402,0.00427,0.00821,0.01909,0.0078,0.00815,0.01175,0.00871,0.01507
132,0.00524,0.00839,0.03896,0.00584,0.03858,0.01148,0.00388,0.0046,0.00244,0.00866,0.00266,0.0071,0.01383,0.00085,0.03342,0.0024
133,0.00425,0.00682,0.03896,0.02949,0.01509,0.0053,0.03338,0.0046,0.00244,0.01504,0.02787,0.02788,0.00346,0.00171,0.00622,0.00415
134,0.00257,0.00262,0.03896,0.02949,0.03858,0.00618,0.00518,0.0023,0.00163,0.00775,0.00977,0.00314,0.00321,0.00171,0.00498,0.00306
135,0.00129,0.02798,0.03896,0.00212,0.03858,0.03542,0.03338,0.00287,0.00132,0.00182,0.00133,0.00338,0.03361,0.00107,0.03342,0.03184
136,0.00356,0.00839,0.03896,0.00212,0.03858,0.00707,0.00647,0.00402,0.02438,0.00593,0.00266,0.01071,0.03361,0.00641,0.0112,0.00284
137,0.00287,0.00577,0.03896,0.00584,0.01258,0.03542,0.00647,0.00402,0.00214,0.00593,0.00133,0.00361,0.03361,0.00449,0.00622,0.03184
138,0.00267,0.02798,0.03896,0.00265,0.00189,0.03542,0.03338,0.00172,0.00092,0.00274,0.00533,0.0014,0.0079,0.0306,0.03342,0.00175
139,0.00505,0.01154,0.03896,0.00584,0.00314,0.02208,0.00518,0.00632,0.00407,0.02598,0.00577,0.01386,0.01259,0.01496,0.03342,0.03184
140,0.00336,0.02798,0.03896,0.00265,0.03858,0.03542,0.03338,0.00172,0.00183,0.03049,0.02787,0.02131,0.01012,0.0306,0.03342,0.03184
141,0.00178,0.00315,0.03896,0.02949,0.03858,0.00707,0.03338,0.02543,0.00183,0.03049,0.02787,0.0028,0.00173,0.0306,0.03342,0.03184
142,,,,,,,,,,,,,,,,
143,0.00119,0.02798,0.03896,0.00159,0.03858,0.03542,0.03338,0.00287,0.00132,0.00365,0.02787,0.00163,0.0037,0.00128,0.03342,0.03184
144,0.00485,0.00262,0.03896,0.00212,0.00377,0.03542,0.03338,0.0023,0.00387,0.00547,0.02787,0.00186,0.03361,0.0306,0.00746,0.00502
145,0.00861,0.02937,0.03896,0.02122,0.03858,0.01413,0.0246,0.01667,0.01048,0.01413,0.0182,0.01398,0.03926,0.0109,0.00995,0.01463
146,0.00307,0.0042,0.03896,0.01167,0.03858,0.03542,0.00388,0.0023,0.00132,0.00684,0.00311,0.00594,0.0079,0.00064,0.00622,0.03184
147,0.00356,0.00157,0.00486,0.00318,0.03858,0.03542,0.03338,0.0046,0.00234,0.03049,0.02787,0.0028,0.01161,0.00128,0.00498,0.00349
148,0.00376,0.02798,0.03896,0.02949,0.00252,0.03542,0.00647,0.0023,0.00193,0.03049,0.02787,0.00443,0.00988,0.00064,0.00373,0.00109
149,0.00396,0.00629,0.00973,0.00477,0.03858,0.03542,0.00906,0.0069,0.00458,0.00456,0.02787,0.00233,0.00519,0.00919,0.03342,0.03184
150,0.00178,0.02798,0.03896,0.00371,0.03858,0.03542,0.03338,0.02543,0.00193,0.00365,0.02787,0.02788,0.00543,0.0306,0.03342,0.03184
151,0.00277,0.00315,0.00486,0.00265,0.01824,0.0053,0.00518,0.00345,0.00173,0.00456,0.00355,0.00559,0.03361,0.01154,0.03342,0.03184
152,0.00139,0.02798,0.03896,0.02949,0.03858,0.03542,0.03338,0.02543,0.00102,0.00365,0.02787,0.00256,0.00247,0.0306,0.03342,0.03184
153,0.00218,0.00734,0.00486,0.00265,0.00189,0.03542,0.03338,0.00287,0.00387,0.00957,0.00488,0.00571,0.00444,0.00214,0.03342,0.03184
154,0.0097,0.01049,0.03896,0.02653,0.03858,0.03533,0.01942,0.00977,0.00794,0.00729,0.00755,0.02788,0.04148,0.01133,0.00746,0.01114
155,,,,,,,,,,,,,,,,
156,0.01464,0.02798,0.03896,0.02949,0.03858,0.03542,0.03338,0.0046,0.00295,0.03049,0.02787,0.00501,0.01457,0.0306,0.03342,0.03184
157,0.00435,0.00262,0.00649,0.00584,0.03858,0.00265,0.03338,0.00632,0.00794,0.03049,0.00355,0.00571,0.01605,0.0306,0.03342,0.0024
158,0.00277,0.00787,0.00486,0.01167,0.00314,0.00353,0.00647,0.0046,0.00315,0.0114,0.00266,0.00722,0.00914,0.0306,0.00746,0.00262
159,0.0253,0.00315,0.03896,0.00743,0.03858,0.03542,0.00388,0.0069,0.00193,0.00593,0.02787,0.01071,0.00593,0.0306,0.03342,0.03184
160,0.00465,0.0042,0.00486,0.00318,0.03858,0.03542,0.03338,0.00517,0.00326,0.03049,0.02787,0.00897,0.00617,0.0306,0.03342,0.03184
161,0.00287,0.02798,0.03896,0.00477,0.03858,0.03542,0.03338,0.0023,0.00275,0.03049,0.00133,0.00338,0.03361,0.0306,0.00746,0.01572
162,0.00376,0.00367,0.00486,0.00265,0.03858,0.03542,0.03338,0.00287,0.00153,0.01003,0.00311,0.00221,0.03361,0.01646,0.03342,0.00699
163,0.0094,0.00577,0.01297,0.00849,0.02012,0.00707,0.01165,0.00747,0.00641,0.01276,0.00488,0.01025,0.01383,0.00534,0.00373,0.01965
164,0.01187,0.0278,0.03896,0.01751,0.03858,0.03542,0.03338,0.01955,0.00845,0.03049,0.00888,0.02788,0.01309,0.01261,0.03342,0.00786
165,0.00534,0.02798,0.03896,0.00424,0.03858,0.03542,0.03338,0.00287,0.00366,0.03049,0.00222,0.00419,0.03361,0.0306,0.01369,0.03184
166,0.00228,0.0021,0.03896,0.00265,0.00943,0.0053,0.03338,0.0023,0.00122,0.0155,0.00444,0.0099,0.0037,0.0306,0.03342,0.00284
167,0.00317,0.00157,0.03896,0.00265,0.00692,0.00353,0.01165,0.00287,0.00214,0.00137,0.00178,0.00151,0.01111,0.0306,0.03342,0.03184
168,,,,,,,,,,,,,,,,
169,0.00514,0.00944,0.00811,0.00743,0.03858,0.01413,0.00518,0.00632,0.00265,0.0114,0.00266,0.00722,0.03361,0.0306,0.00373,0.00175
170,0.00623,0.00734,0.03896,0.00371,0.01383,0.0106,0.00518,0.00575,0.00397,0.01595,0.02787,0.01048,0.00889,0.01111,0.03342,0.00328
171,0.00831,0.00734,0.03896,0.0069,0.03858,0.04504,0.01036,0.00632,0.00611,0.02006,0.01065,0.00652,0.03361,0.02928,0.01244,0.01397
172,0.00534,0.00629,0.00811,0.00796,0.03858,0.0053,0.03338,0.00575,0.00448,0.03049,0.01554,0.00105,0.03361,0.0306,0.02239,0.02555
173,0.00455,0.00524,0.03896,0.00424,0.00314,0.00265,0.00647,0.00287,0.00132,0.00593,0.00355,0.00641,0.00716,0.00684,0.03342,0.03184
174,0.00376,0.00367,0.03896,0.00318,0.03858,0.00353,0.00388,0.00517,0.00183,0.00228,0.00355,0.00606,0.00716,0.0306,0.03342,0.00349
175,0.00465,0.00682,0.03896,0.00265,0.01006,0.00618,0.00777,0.00517,0.00214,0.01915,0.0071,0.00757,0.00642,0.0306,0.00498,0.00852
176,0.00613,0.00367,0.03896,0.00743,0.03858,0.03542,0.00777,0.00805,0.00346,0.00638,0.00222,0.00792,0.0042,0.00107,0.00373,0.00087
177,0.00613,0.00367,0.03896,0.00955,0.03858,0.03542,0.03338,0.01035,0.01343,0.02188,0.00888,0.00454,0.00963,0.00299,0.03342,0.03184
178,0.00237,0.00315,0.03896,0.00265,0.00629,0.00265,0.00388,0.00345,0.00224,0.00319,0.00266,0.02788,0.00247,0.0306,0.03342,0.03184
179,0.00287,0.02798,0.03896,0.00743,0.03858,0.03542,0.03338,0.00632,0.00346,0.03049,0.00311,0.00512,0.00765,0.0306,0.00373,0.03184
