,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
41,,,,,,,,,,,,,,,,
42,-4.68,0.15,0.65,0.35,5.69,0.22,2.07,0.35,-4.76,0.12,0.55,0.33,5.74,0.23,1.89,0.58
43,-4.51,0.29,0.74,0.28,5.53,0.23,2.11,0.34,-4.72,0.21,0.57,0.32,5.7,0.25,1.87,0.56
44,-4.65,0.09,0.17,0.06,6.1,0.03,2.91,0.3,-4.58,0.09,0.76,0.39,5.76,0.26,2.74,0.28
45,-4.87,0.06,0.15,0.08,6.03,0.11,1.54,0.52,-4.71,0.11,0.67,0.4,5.69,0.3,2.25,0.52
46,-4.87,0.18,0.16,0.25,5.99,0.24,1.36,0.72,-4.67,0.16,0.8,0.42,5.55,0.33,2.4,0.72
47,,,,,,,,,,,,,,,,
48,-4.63,0.11,0.58,0.19,5.54,0.11,1.81,0.34,-4.73,0.14,0.42,0.19,5.72,0.2,1.41,0.4
49,-4.83,0.04,0.28,0.07,5.93,0.04,1.09,0.2,-4.75,0.12,0.61,0.43,5.64,0.35,1.8,0.89
50,-4.68,0.03,0.77,0.25,5.62,0.17,2.2,0.41,-4.7,0.04,0.65,0.27,5.71,0.22,2.09,0.31
51,-4.51,0.14,0.76,0.26,5.58,0.38,2.65,0.52,-4.58,0.2,0.71,0.28,5.74,0.27,2.33,0.63
52,-4.62,0.05,0.66,0.31,5.7,0.17,2.59,0.26,-4.58,0.1,0.68,0.4,5.8,0.26,2.69,0.3
53,,,,,,,,,,,,,,,,
54,-4.57,0.08,1.11,0.03,5.18,0.08,2.3,0.44,-4.5,0.14,1.07,0.07,5.14,0.05,2.19,0.37
55,-4.79,0.1,0.39,0.21,5.78,0.18,1.43,0.55,-4.71,0.11,0.57,0.27,5.75,0.2,2.01,0.62
56,-4.68,0.1,0.59,0.17,5.56,0.14,1.82,0.34,-4.75,0.13,0.43,0.19,5.73,0.21,1.38,0.41
57,-4.73,0.12,0.39,0.18,5.8,0.14,1.46,0.36,-4.76,0.12,0.52,0.35,5.74,0.27,1.7,0.63
58,-4.7,0.07,0.69,0.17,5.75,0.13,2.31,0.22,-4.71,0.06,0.61,0.22,5.74,0.18,2.03,0.44
59,,,,,,,,,,,,,,,,
60,-4.81,0.09,0.38,0.17,5.8,0.16,1.02,0.32,-4.71,0.12,0.75,0.4,5.49,0.36,2.1,0.88
61,-4.71,0.09,0.5,0.16,5.72,0.22,1.98,0.36,-4.64,0.11,0.73,0.31,5.61,0.33,2.38,0.36
62,-4.51,0.1,1.07,0.06,5.12,0.01,2.22,0.31,-4.59,0.09,1.04,0.17,5.21,0.22,2.31,0.3
63,-4.81,0.1,0.23,0.12,5.92,0.08,1.02,0.12,-4.78,0.08,0.41,0.2,5.81,0.13,1.47,0.53
64,-4.72,0.1,0.66,0.16,5.65,0.15,1.55,0.24,-4.64,0.13,0.8,0.33,5.64,0.26,2.26,0.6
65,,,,,,,,,,,,,,,,
66,-4.71,0.05,0.47,0.29,5.78,0.24,2.0,0.28,-4.76,0.09,0.49,0.27,5.78,0.21,1.64,0.53
67,-4.71,0.04,0.53,0.13,5.72,0.08,1.9,0.32,-4.63,0.12,0.92,0.3,5.32,0.27,2.39,0.39
68,-4.68,0.07,0.68,0.16,5.71,0.07,2.21,0.35,-4.69,0.06,0.64,0.25,5.66,0.16,2.13,0.46
69,-4.71,0.12,0.43,0.19,5.83,0.19,1.75,0.51,-4.65,0.1,0.79,0.29,5.51,0.29,2.39,0.5
70,-4.67,0.08,0.74,0.2,5.68,0.18,2.54,0.08,-4.62,0.09,0.89,0.31,5.44,0.37,2.53,0.21
71,,,,,,,,,,,,,,,,
72,-4.66,0.09,0.55,0.13,5.81,0.14,2.36,0.38,-4.62,0.06,0.97,0.25,5.41,0.25,2.62,0.27
73,-4.53,0.09,1.08,0.05,5.56,0.19,2.68,0.2,-4.56,0.09,1.07,0.11,5.47,0.29,2.62,0.21
74,-4.64,0.01,1.13,0.01,5.16,0.07,2.67,0.09,-4.61,0.1,0.91,0.29,5.39,0.33,2.44,0.32
75,-4.64,0.0,1.13,0.0,5.15,0.02,2.75,0.01,-4.68,0.1,0.8,0.32,5.49,0.32,2.28,0.49
76,-4.52,0.09,1.09,0.04,5.12,0.0,2.33,0.29,-4.57,0.16,1.07,0.1,5.14,0.06,2.4,0.42
77,,,,,,,,,,,,,,,,
78,-4.74,0.04,0.52,0.11,5.77,0.11,1.86,0.17,-4.66,0.13,0.73,0.27,5.63,0.24,2.24,0.51
79,-4.51,0.29,0.74,0.28,5.53,0.23,2.11,0.34,-4.72,0.21,0.57,0.32,5.7,0.25,1.87,0.56
80,-4.68,0.05,0.58,0.09,5.76,0.14,2.64,0.11,-4.67,0.13,0.65,0.26,5.65,0.25,2.28,0.47
81,-4.83,0.04,0.33,0.16,5.86,0.13,0.96,0.14,-4.72,0.12,0.7,0.44,5.57,0.35,1.95,0.91
82,-4.64,0.01,1.13,0.0,5.13,0.01,2.8,0.04,-4.65,0.01,1.13,0.01,5.12,0.01,2.72,0.05
83,,,,,,,,,,,,,,,,
84,-4.62,0.01,1.13,0.0,5.15,0.07,2.39,0.35,-4.58,0.11,1.09,0.08,5.16,0.08,2.42,0.36
85,-4.65,0.0,1.13,0.0,5.13,0.01,2.66,0.02,-4.69,0.09,0.88,0.36,5.37,0.35,2.3,0.6
86,-4.58,0.07,1.1,0.05,5.22,0.07,2.39,0.41,-4.56,0.1,1.11,0.05,5.29,0.13,2.57,0.34
87,-4.71,0.06,0.45,0.12,5.83,0.11,1.98,0.33,-4.74,0.06,0.47,0.2,5.79,0.19,1.81,0.39
88,-4.75,0.05,0.48,0.1,5.76,0.1,1.61,0.37,-4.65,0.09,0.81,0.25,5.5,0.22,2.25,0.5
89,,,,,,,,,,,,,,,,
